GenID,BestFitness,AvgFitness,WinRate,TimeTaken,AvgWood,AvgMeat,AvgStone,AvgSoldiers,AvgWorkers
0,1892000.00,400725.00,0.13,8.47,0.00,0.00,0.00,0.00,0.00
1,1892000.00,299300.00,0.00,1.57,0.00,0.00,0.00,0.00,0.00
2,1902000.00,330650.00,0.10,1.79,0.00,0.00,0.00,0.00,0.00
3,1902000.00,482925.00,0.03,2.24,0.00,0.00,0.00,0.00,0.00
4,2014000.00,479250.00,0.13,1.76,0.00,0.00,0.00,0.00,0.00
5,2014000.00,326475.00,0.13,1.24,0.00,0.00,0.00,0.00,0.00
6,2014000.00,512875.00,0.13,1.92,0.00,0.00,0.00,0.00,0.00
7,2014000.00,477250.00,0.10,2.90,0.00,0.00,0.00,0.00,0.00
8,2014000.00,525350.00,0.18,1.80,0.00,0.00,0.00,0.00,0.00
9,2014000.00,339925.00,0.18,1.66,0.00,0.00,0.00,0.00,0.00
10,2129000.00,449375.00,0.13,1.68,0.00,0.00,0.00,0.00,0.00
11,2129000.00,646125.00,0.28,2.33,0.00,0.00,0.00,0.00,0.00
12,2129000.00,415975.00,0.20,1.19,0.00,0.00,0.00,0.00,0.00
13,2129000.00,612700.00,0.23,4.76,0.00,0.00,0.00,0.00,0.00
14,2129000.00,515600.00,0.15,1.57,0.00,0.00,0.00,0.00,0.00
15,2129000.00,621100.00,0.20,5.11,0.00,0.00,0.00,0.00,0.00
16,2129000.00,494575.00,0.15,1.52,0.00,0.00,0.00,0.00,0.00
17,2129000.00,408850.00,0.13,1.98,0.00,0.00,0.00,0.00,0.00
18,2129000.00,632150.00,0.13,2.26,0.00,0.00,0.00,0.00,0.00
19,2129000.00,770175.00,0.08,2.87,0.00,0.00,0.00,0.00,0.00
20,2129000.00,610475.00,0.20,5.08,0.00,0.00,0.00,0.00,0.00
21,2129000.00,383325.00,0.13,1.56,0.00,0.00,0.00,0.00,0.00
22,2129000.00,411800.00,0.13,1.29,0.00,0.00,0.00,0.00,0.00
23,2129000.00,493225.00,0.13,5.00,0.00,0.00,0.00,0.00,0.00
24,2129000.00,942875.00,0.28,5.10,0.00,0.00,0.00,0.00,0.00
25,2129000.00,607025.00,0.20,2.23,0.00,0.00,0.00,0.00,0.00
26,2129000.00,712000.00,0.15,2.78,0.00,0.00,0.00,0.00,0.00
27,2129000.00,626375.00,0.13,3.12,0.00,0.00,0.00,0.00,0.00
28,2129000.00,897225.00,0.23,3.25,0.00,0.00,0.00,0.00,0.00
29,2129000.00,742300.00,0.25,2.50,0.00,0.00,0.00,0.00,0.00
30,5534000.00,816075.00,0.20,2.12,0.00,0.00,0.00,0.00,0.00
31,5534000.00,659925.00,0.10,2.13,0.00,0.00,0.00,0.00,0.00
32,5534000.00,598575.00,0.18,1.79,0.00,0.00,0.00,0.00,0.00
33,5534000.00,613800.00,0.23,5.39,0.00,0.00,0.00,0.00,0.00
34,5534000.00,879575.00,0.30,2.29,0.00,0.00,0.00,0.00,0.00
35,5534000.00,556700.00,0.10,2.33,0.00,0.00,0.00,0.00,0.00
36,5534000.00,517275.00,0.18,1.63,0.00,0.00,0.00,0.00,0.00
37,5534000.00,707150.00,0.13,3.02,0.00,0.00,0.00,0.00,0.00
38,5534000.00,566175.00,0.13,3.59,0.00,0.00,0.00,0.00,0.00
39,5534000.00,818050.00,0.20,2.54,0.00,0.00,0.00,0.00,0.00
