GenID,Fitness,WorkerLim,SoldierLim,AttackThres,DefRatio,BarrackCount,EcoBias,FarmT,WoodT,StoneT,HouseBuf,TowerPos,BaseDef,SaveThres,Bloodlust
0,27450.00,39.48,18.19,0.35,39.68,33.12,20.12,22.68,29.31,26.81,3.87,17.02,39.22,33.30,5.86
1,33000.00,23.95,24.95,18.62,39.63,26.56,24.00,19.26,37.13,13.46,3.50,17.91,40.00,33.80,27.00
2,33000.00,23.95,24.95,18.62,39.63,26.56,24.00,19.26,37.13,13.46,3.50,17.91,40.00,33.80,27.00
3,79800.00,29.37,21.95,40.00,18.27,35.39,23.83,6.01,17.82,40.00,3.45,20.22,35.70,39.90,31.16
4,80200.00,40.00,40.00,0.00,40.00,39.60,40.00,7.02,40.00,36.05,23.30,31.51,40.00,36.55,6.59
5,80200.00,40.00,40.00,0.00,40.00,39.60,40.00,7.02,40.00,36.05,23.30,31.51,40.00,36.55,6.59
6,80200.00,40.00,40.00,0.00,40.00,39.60,40.00,7.02,40.00,36.05,23.30,31.51,40.00,36.55,6.59
7,80200.00,40.00,40.00,0.00,40.00,39.60,40.00,7.02,40.00,36.05,23.30,31.51,40.00,36.55,6.59
8,80200.00,40.00,40.00,0.00,40.00,39.60,40.00,7.02,40.00,36.05,23.30,31.51,40.00,36.55,6.59
9,81700.00,40.00,32.55,12.39,0.00,27.39,23.79,29.74,21.19,25.08,21.15,26.91,12.07,39.72,22.71
10,81700.00,40.00,32.55,12.39,0.00,27.39,23.79,29.74,21.19,25.08,21.15,26.91,12.07,39.72,22.71
11,81700.00,40.00,32.55,12.39,0.00,27.39,23.79,29.74,21.19,25.08,21.15,26.91,12.07,39.72,22.71
12,81700.00,40.00,32.55,12.39,0.00,27.39,23.79,29.74,21.19,25.08,21.15,26.91,12.07,39.72,22.71
13,81700.00,40.00,32.55,12.39,0.00,27.39,23.79,29.74,21.19,25.08,21.15,26.91,12.07,39.72,22.71
14,81700.00,40.00,32.55,12.39,0.00,27.39,23.79,29.74,21.19,25.08,21.15,26.91,12.07,39.72,22.71
15,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
16,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
17,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
18,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
19,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
20,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
21,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
22,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
23,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
24,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
25,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
26,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
27,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
28,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
29,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
30,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
31,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
32,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
33,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
34,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
35,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
36,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
37,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
38,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
39,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
40,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
41,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
42,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
43,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
44,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
45,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
46,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
47,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
48,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
49,82100.00,9.78,11.37,17.25,0.00,34.93,28.07,28.25,40.00,26.93,15.07,0.00,39.51,40.00,0.00
