GenID,BestFitness,AvgFitness,WinRate,TimeTaken,AvgWood,AvgMeat,AvgStone,AvgSoldiers,AvgWorkers
0,-150000.00,-150000.00,0.00,0.21,8733.00,0.00,0.00,0.00,9.00
1,-150000.00,-150000.00,0.00,0.04,666.00,0.00,0.00,0.00,1.00
2,-150000.00,-150000.00,0.00,0.04,476.00,0.00,0.00,0.00,1.00
3,-150000.00,-150000.00,0.00,0.10,10760.00,0.00,0.00,0.00,5.00
4,-148800.00,-149600.00,0.00,0.21,800.00,0.00,0.00,4.00,14.00
5,-148800.00,-150000.00,0.00,0.08,3230.00,0.00,0.00,0.00,4.00
6,-148800.00,-150000.00,0.00,0.04,1966.00,0.00,0.00,0.00,1.00
7,-148800.00,-150000.00,0.00,0.18,1376.00,0.00,0.00,0.00,0.00
8,-148800.00,-150000.00,0.00,0.04,1643.00,0.00,0.00,0.00,1.00
9,153400.00,-48866.67,0.33,0.22,1366.00,0.00,0.00,7.00,11.00
