GenID,Fitness,WorkerLim,SoldierLim,AttackThres,DefRatio,BarrackCount,EcoBias,FarmT,WoodT,StoneT,HouseBuf,TowerPos,BaseDef,SaveThres,Bloodlust
0,26640.00,10.24,8.67,20.87,17.98,16.88,12.24,8.18,0.14,10.32,4.09,15.65,37.68,3.70,9.74
1,27220.00,10.15,15.52,17.61,19.40,12.03,40.00,15.79,30.41,23.29,18.45,35.96,29.09,15.76,14.84
2,28260.00,35.20,24.58,27.55,25.99,0.00,40.00,13.35,18.69,22.91,13.32,40.00,9.80,1.92,3.10
3,28260.00,35.20,24.58,27.55,25.99,0.00,40.00,13.35,18.69,22.91,13.32,40.00,9.80,1.92,3.10
4,28260.00,35.20,24.58,27.55,25.99,0.00,40.00,13.35,18.69,22.91,13.32,40.00,9.80,1.92,3.10
5,28480.00,31.73,18.20,38.64,26.06,15.36,0.00,11.95,20.19,0.00,0.79,40.00,38.48,22.68,16.66
6,28480.00,31.73,18.20,38.64,26.06,15.36,0.00,11.95,20.19,0.00,0.79,40.00,38.48,22.68,16.66
7,28480.00,31.73,18.20,38.64,26.06,15.36,0.00,11.95,20.19,0.00,0.79,40.00,38.48,22.68,16.66
8,28480.00,31.73,18.20,38.64,26.06,15.36,0.00,11.95,20.19,0.00,0.79,40.00,38.48,22.68,16.66
9,28480.00,31.73,18.20,38.64,26.06,15.36,0.00,11.95,20.19,0.00,0.79,40.00,38.48,22.68,16.66
