GenID,BestFitness,AvgFitness,WinRate,TimeTaken,AvgWood,AvgMeat,AvgStone,AvgSoldiers,AvgWorkers
0,1080.00,43.00,0.00,7.12,0.00,0.00,0.00,0.00,0.00
1,2450.00,770.00,0.00,1.82,0.00,0.00,0.00,0.00,0.00
2,2450.00,179.00,0.00,1.95,0.00,0.00,0.00,0.00,0.00
3,2450.00,366.00,0.00,5.36,0.00,0.00,0.00,0.00,0.00
4,2450.00,-4644.00,0.00,2.06,0.00,0.00,0.00,0.00,0.00
5,2450.00,-116.00,0.00,1.15,0.00,0.00,0.00,0.00,0.00
6,5330.00,928.00,0.00,11.08,0.00,0.00,0.00,0.00,0.00
7,5330.00,-11314.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
8,5330.00,728.00,0.00,1.96,0.00,0.00,0.00,0.00,0.00
9,22030.00,3040.00,0.00,2.43,0.00,0.00,0.00,0.00,0.00
