GenID,BestFitness,AvgFitness,WinRate,TimeTaken,AvgWood,AvgMeat,AvgStone,AvgSoldiers,AvgWorkers
0,0.00,0.00,0.00,0.23,8733.00,0.00,0.00,0.00,9.00
1,0.00,0.00,0.00,0.06,666.00,0.00,0.00,0.00,1.00
2,0.00,0.00,0.00,0.12,476.00,0.00,0.00,0.00,1.00
3,0.00,0.00,0.00,0.12,10760.00,0.00,0.00,0.00,5.00
4,0.00,-850.00,0.00,0.16,800.00,0.00,0.00,4.00,14.00
5,0.00,-1050.00,0.00,0.13,5420.00,0.00,0.00,2.00,5.00
6,0.00,-1016.67,0.00,0.16,606.00,0.00,0.00,2.00,1.00
7,0.00,0.00,0.00,0.20,1160.00,0.00,0.00,0.00,0.00
8,0.00,0.00,0.00,0.84,62613.00,0.00,0.00,0.00,14.00
9,0.00,-950.00,0.00,0.74,4593.00,0.00,0.00,3.00,10.00
