GenID,Fitness,WorkerLim,SoldierLim,AttackThres,DefRatio,BarrackCount,EcoBias,FarmT,WoodT,StoneT,HouseBuf,TowerPos,BaseDef,SaveThres,Bloodlust
0,1892000.00,34.05,39.73,4.30,33.47,32.56,23.73,28.31,8.76,22.72,20.95,1.86,21.40,1.26,28.63
1,1892000.00,34.05,39.73,4.30,33.47,32.56,23.73,28.31,8.76,22.72,20.95,1.86,21.40,1.26,28.63
2,1892000.00,34.05,39.73,4.30,33.47,32.56,23.73,28.31,8.76,22.72,20.95,1.86,21.40,1.26,28.63
3,2037000.00,19.47,10.31,0.00,0.00,27.16,35.61,22.91,11.79,21.96,20.35,17.83,2.02,36.47,13.98
4,2037000.00,19.47,10.31,0.00,0.00,27.16,35.61,22.91,11.79,21.96,20.35,17.83,2.02,36.47,13.98
5,2037000.00,19.47,10.31,0.00,0.00,27.16,35.61,22.91,11.79,21.96,20.35,17.83,2.02,36.47,13.98
6,5164000.00,9.13,26.75,40.00,17.32,31.28,0.00,1.31,12.54,36.35,17.79,0.00,0.00,0.00,20.26
7,5164000.00,9.13,26.75,40.00,17.32,31.28,0.00,1.31,12.54,36.35,17.79,0.00,0.00,0.00,20.26
8,5164000.00,9.13,26.75,40.00,17.32,31.28,0.00,1.31,12.54,36.35,17.79,0.00,0.00,0.00,20.26
9,5164000.00,9.13,26.75,40.00,17.32,31.28,0.00,1.31,12.54,36.35,17.79,0.00,0.00,0.00,20.26
10,5164000.00,9.13,26.75,40.00,17.32,31.28,0.00,1.31,12.54,36.35,17.79,0.00,0.00,0.00,20.26
11,5164000.00,9.13,26.75,40.00,17.32,31.28,0.00,1.31,12.54,36.35,17.79,0.00,0.00,0.00,20.26
12,5164000.00,9.13,26.75,40.00,17.32,31.28,0.00,1.31,12.54,36.35,17.79,0.00,0.00,0.00,20.26
13,5164000.00,9.13,26.75,40.00,17.32,31.28,0.00,1.31,12.54,36.35,17.79,0.00,0.00,0.00,20.26
14,5164000.00,9.13,26.75,40.00,17.32,31.28,0.00,1.31,12.54,36.35,17.79,0.00,0.00,0.00,20.26
15,5164000.00,9.13,26.75,40.00,17.32,31.28,0.00,1.31,12.54,36.35,17.79,0.00,0.00,0.00,20.26
16,5164000.00,9.13,26.75,40.00,17.32,31.28,0.00,1.31,12.54,36.35,17.79,0.00,0.00,0.00,20.26
17,5164000.00,9.13,26.75,40.00,17.32,31.28,0.00,1.31,12.54,36.35,17.79,0.00,0.00,0.00,20.26
18,5164000.00,9.13,26.75,40.00,17.32,31.28,0.00,1.31,12.54,36.35,17.79,0.00,0.00,0.00,20.26
19,5164000.00,9.13,26.75,40.00,17.32,31.28,0.00,1.31,12.54,36.35,17.79,0.00,0.00,0.00,20.26
