GenID,Fitness,WorkerLim,SoldierLim,AttackThres,DefRatio,BarrackCount,EcoBias,FarmT,WoodT,StoneT,HouseBuf,TowerPos,BaseDef,SaveThres,Bloodlust
0,347560.00,28.92,7.31,37.78,37.09,14.25,4.54,21.08,28.32,31.94,8.00,5.36,7.23,35.40,32.78
1,347560.00,28.92,7.31,37.78,37.09,14.25,4.54,21.08,28.32,31.94,8.00,5.36,7.23,35.40,32.78
2,347560.00,28.92,7.31,37.78,37.09,14.25,4.54,21.08,28.32,31.94,8.00,5.36,7.23,35.40,32.78
3,347560.00,28.92,7.31,37.78,37.09,14.25,4.54,21.08,28.32,31.94,8.00,5.36,7.23,35.40,32.78
4,407130.00,0.00,16.99,37.72,40.00,0.00,40.00,31.25,40.00,27.74,0.00,10.08,21.37,40.00,13.10
5,407130.00,0.00,16.99,37.72,40.00,0.00,40.00,31.25,40.00,27.74,0.00,10.08,21.37,40.00,13.10
6,407130.00,0.00,16.99,37.72,40.00,0.00,40.00,31.25,40.00,27.74,0.00,10.08,21.37,40.00,13.10
7,418920.00,0.00,3.56,3.14,28.58,12.67,40.00,29.98,31.40,34.32,4.57,30.79,17.65,40.00,37.32
8,418920.00,0.00,3.56,3.14,28.58,12.67,40.00,29.98,31.40,34.32,4.57,30.79,17.65,40.00,37.32
9,418920.00,0.00,3.56,3.14,28.58,12.67,40.00,29.98,31.40,34.32,4.57,30.79,17.65,40.00,37.32
10,537210.00,0.58,40.00,40.00,26.91,19.01,33.26,36.36,33.95,40.00,0.00,19.81,13.16,40.00,36.44
11,537210.00,0.58,40.00,40.00,26.91,19.01,33.26,36.36,33.95,40.00,0.00,19.81,13.16,40.00,36.44
12,537210.00,0.58,40.00,40.00,26.91,19.01,33.26,36.36,33.95,40.00,0.00,19.81,13.16,40.00,36.44
13,537210.00,0.58,40.00,40.00,26.91,19.01,33.26,36.36,33.95,40.00,0.00,19.81,13.16,40.00,36.44
14,537210.00,0.58,40.00,40.00,26.91,19.01,33.26,36.36,33.95,40.00,0.00,19.81,13.16,40.00,36.44
