GenID,Fitness,WorkerLim,SoldierLim,AttackThres,DefRatio,BarrackCount,EcoBias,FarmT,WoodT,StoneT,HouseBuf,TowerPos,BaseDef,SaveThres,Bloodlust
0,1080.00,7.59,14.61,1.61,31.08,38.39,5.89,26.19,28.94,39.35,23.05,19.28,18.54,9.50,34.25
1,2450.00,15.68,19.47,12.53,19.12,31.60,15.83,12.44,12.21,40.00,23.79,0.76,0.00,27.24,35.89
2,2450.00,15.68,19.47,12.53,19.12,31.60,15.83,12.44,12.21,40.00,23.79,0.76,0.00,27.24,35.89
3,2450.00,15.68,19.47,12.53,19.12,31.60,15.83,12.44,12.21,40.00,23.79,0.76,0.00,27.24,35.89
4,2450.00,15.68,19.47,12.53,19.12,31.60,15.83,12.44,12.21,40.00,23.79,0.76,0.00,27.24,35.89
5,2450.00,15.68,19.47,12.53,19.12,31.60,15.83,12.44,12.21,40.00,23.79,0.76,0.00,27.24,35.89
6,5330.00,27.00,13.02,32.35,40.00,37.42,40.00,15.11,40.00,19.87,24.40,34.53,20.77,20.27,10.49
7,5330.00,27.00,13.02,32.35,40.00,37.42,40.00,15.11,40.00,19.87,24.40,34.53,20.77,20.27,10.49
8,5330.00,27.00,13.02,32.35,40.00,37.42,40.00,15.11,40.00,19.87,24.40,34.53,20.77,20.27,10.49
9,22030.00,39.91,0.00,0.00,28.01,0.00,37.77,0.00,33.21,40.00,1.96,2.44,35.26,11.96,28.19
