GenID,BestFitness,AvgFitness,WinRate,TimeTaken,AvgWood,AvgMeat,AvgStone,AvgSoldiers,AvgWorkers
0,36125.00,10153.50,0.14,9.04,0.00,0.00,0.00,0.00,0.00
1,87250.00,22218.50,0.46,3.20,0.00,0.00,0.00,0.00,0.00
2,87250.00,15037.00,0.20,3.29,0.00,0.00,0.00,0.00,0.00
3,87250.00,16431.00,0.24,3.60,0.00,0.00,0.00,0.00,0.00
4,87250.00,14772.50,0.24,5.47,0.00,0.00,0.00,0.00,0.00
5,87250.00,13644.50,0.24,3.35,0.00,0.00,0.00,0.00,0.00
6,87250.00,16422.50,0.28,19.84,0.00,0.00,0.00,0.00,0.00
7,87250.00,15012.50,0.22,3.69,0.00,0.00,0.00,0.00,0.00
8,87250.00,16441.50,0.32,3.23,0.00,0.00,0.00,0.00,0.00
9,87250.00,16281.00,0.18,3.35,0.00,0.00,0.00,0.00,0.00
