GenID,Fitness,WorkerLim,SoldierLim,AttackThres,DefRatio,BarrackCount,EcoBias,FarmT,WoodT,StoneT,HouseBuf,TowerPos,BaseDef,SaveThres,Bloodlust
0,-149400.00,6.68,6.95,2.24,28.25,12.73,38.58,22.91,22.06,17.60,23.71,3.86,1.81,21.94,33.44
1,-149100.00,7.14,17.34,17.47,13.78,10.23,24.91,15.74,13.73,33.77,26.77,22.08,4.49,23.72,33.09
2,-149100.00,7.14,17.34,17.47,13.78,10.23,24.91,15.74,13.73,33.77,26.77,22.08,4.49,23.72,33.09
3,187950.00,6.79,16.44,2.70,14.33,40.00,39.75,20.75,20.87,19.83,21.71,18.27,38.16,19.88,37.31
4,187950.00,6.79,16.44,2.70,14.33,40.00,39.75,20.75,20.87,19.83,21.71,18.27,38.16,19.88,37.31
5,187950.00,6.79,16.44,2.70,14.33,40.00,39.75,20.75,20.87,19.83,21.71,18.27,38.16,19.88,37.31
6,187950.00,6.79,16.44,2.70,14.33,40.00,39.75,20.75,20.87,19.83,21.71,18.27,38.16,19.88,37.31
7,187950.00,6.79,16.44,2.70,14.33,40.00,39.75,20.75,20.87,19.83,21.71,18.27,38.16,19.88,37.31
8,187950.00,6.79,16.44,2.70,14.33,40.00,39.75,20.75,20.87,19.83,21.71,18.27,38.16,19.88,37.31
9,208100.00,0.00,40.00,0.00,25.20,26.50,40.00,10.12,12.82,13.65,16.03,40.00,40.00,19.05,36.66
10,208100.00,0.00,40.00,0.00,25.20,26.50,40.00,10.12,12.82,13.65,16.03,40.00,40.00,19.05,36.66
11,208100.00,0.00,40.00,0.00,25.20,26.50,40.00,10.12,12.82,13.65,16.03,40.00,40.00,19.05,36.66
12,208100.00,0.00,40.00,0.00,25.20,26.50,40.00,10.12,12.82,13.65,16.03,40.00,40.00,19.05,36.66
13,208100.00,0.00,40.00,0.00,25.20,26.50,40.00,10.12,12.82,13.65,16.03,40.00,40.00,19.05,36.66
14,208100.00,0.00,40.00,0.00,25.20,26.50,40.00,10.12,12.82,13.65,16.03,40.00,40.00,19.05,36.66
15,208100.00,0.00,40.00,0.00,25.20,26.50,40.00,10.12,12.82,13.65,16.03,40.00,40.00,19.05,36.66
16,208100.00,0.00,40.00,0.00,25.20,26.50,40.00,10.12,12.82,13.65,16.03,40.00,40.00,19.05,36.66
17,208100.00,0.00,40.00,0.00,25.20,26.50,40.00,10.12,12.82,13.65,16.03,40.00,40.00,19.05,36.66
18,208100.00,0.00,40.00,0.00,25.20,26.50,40.00,10.12,12.82,13.65,16.03,40.00,40.00,19.05,36.66
