GenID,Fitness,WorkerLim,SoldierLim,AttackThres,DefRatio,BarrackCount,EcoBias,FarmT,WoodT,StoneT,HouseBuf,TowerPos,BaseDef,SaveThres,Bloodlust
0,1892000.00,34.05,39.73,4.30,33.47,32.56,23.73,28.31,8.76,22.72,20.95,1.86,21.40,1.26,28.63
1,1892000.00,34.05,39.73,4.30,33.47,32.56,23.73,28.31,8.76,22.72,20.95,1.86,21.40,1.26,28.63
2,1892000.00,34.05,39.73,4.30,33.47,32.56,23.73,28.31,8.76,22.72,20.95,1.86,21.40,1.26,28.63
3,2037000.00,19.47,10.31,0.00,0.00,27.16,35.61,22.91,11.79,21.96,20.35,17.83,2.02,36.47,13.98
4,2037000.00,19.47,10.31,0.00,0.00,27.16,35.61,22.91,11.79,21.96,20.35,17.83,2.02,36.47,13.98
5,2037000.00,19.47,10.31,0.00,0.00,27.16,35.61,22.91,11.79,21.96,20.35,17.83,2.02,36.47,13.98
6,2037000.00,19.47,10.31,0.00,0.00,27.16,35.61,22.91,11.79,21.96,20.35,17.83,2.02,36.47,13.98
7,2037000.00,19.47,10.31,0.00,0.00,27.16,35.61,22.91,11.79,21.96,20.35,17.83,2.02,36.47,13.98
8,2232000.00,20.08,13.83,39.01,31.30,28.18,0.00,18.58,39.44,11.88,13.77,22.13,0.00,38.61,32.42
9,5138000.00,27.87,39.51,3.62,27.18,7.16,32.51,40.00,22.16,8.87,40.00,39.67,1.76,3.38,6.06
10,5138000.00,27.87,39.51,3.62,27.18,7.16,32.51,40.00,22.16,8.87,40.00,39.67,1.76,3.38,6.06
11,5138000.00,27.87,39.51,3.62,27.18,7.16,32.51,40.00,22.16,8.87,40.00,39.67,1.76,3.38,6.06
12,5138000.00,27.87,39.51,3.62,27.18,7.16,32.51,40.00,22.16,8.87,40.00,39.67,1.76,3.38,6.06
13,5138000.00,27.87,39.51,3.62,27.18,7.16,32.51,40.00,22.16,8.87,40.00,39.67,1.76,3.38,6.06
14,5138000.00,27.87,39.51,3.62,27.18,7.16,32.51,40.00,22.16,8.87,40.00,39.67,1.76,3.38,6.06
15,5224000.00,25.65,40.00,28.00,30.28,40.00,40.00,16.62,22.18,40.00,3.29,40.00,29.15,40.00,0.00
16,5224000.00,25.65,40.00,28.00,30.28,40.00,40.00,16.62,22.18,40.00,3.29,40.00,29.15,40.00,0.00
17,5224000.00,25.65,40.00,28.00,30.28,40.00,40.00,16.62,22.18,40.00,3.29,40.00,29.15,40.00,0.00
18,5224000.00,25.65,40.00,28.00,30.28,40.00,40.00,16.62,22.18,40.00,3.29,40.00,29.15,40.00,0.00
19,5264000.00,33.60,25.12,27.70,40.00,20.48,13.16,3.48,15.36,38.88,22.90,40.00,0.00,5.50,12.66
