GenID,Fitness,WorkerLim,SoldierLim,AttackThres,DefRatio,BarrackCount,EcoBias,FarmT,WoodT,StoneT,HouseBuf,TowerPos,BaseDef,SaveThres,Bloodlust
0,32728.00,6.68,6.95,2.24,28.25,12.73,38.58,22.91,22.06,17.60,23.71,3.86,1.81,21.94,33.44
1,38877.00,10.15,15.52,17.61,19.40,12.03,40.00,15.79,30.41,23.29,18.45,35.96,29.09,15.76,14.84
2,57690.00,39.92,40.00,17.96,28.23,1.65,40.00,15.71,0.00,27.19,6.83,0.00,3.09,5.99,5.65
3,98724.00,8.46,29.05,17.60,33.20,0.00,36.55,2.20,16.94,10.86,14.33,0.41,19.98,9.48,11.41
4,98724.00,8.46,29.05,17.60,33.20,0.00,36.55,2.20,16.94,10.86,14.33,0.41,19.98,9.48,11.41
5,98724.00,8.46,29.05,17.60,33.20,0.00,36.55,2.20,16.94,10.86,14.33,0.41,19.98,9.48,11.41
6,166278.00,28.97,37.56,38.01,13.01,0.00,32.77,38.90,5.32,13.46,0.00,4.68,0.00,17.23,16.28
7,199762.00,11.91,2.42,15.31,10.93,0.76,39.94,32.97,14.15,8.71,0.79,40.00,40.00,7.09,0.00
8,199762.00,11.91,2.42,15.31,10.93,0.76,39.94,32.97,14.15,8.71,0.79,40.00,40.00,7.09,0.00
9,199762.00,11.91,2.42,15.31,10.93,0.76,39.94,32.97,14.15,8.71,0.79,40.00,40.00,7.09,0.00
10,199762.00,11.91,2.42,15.31,10.93,0.76,39.94,32.97,14.15,8.71,0.79,40.00,40.00,7.09,0.00
11,231236.00,34.13,0.00,38.52,16.50,12.96,19.98,16.32,20.60,40.00,40.00,0.00,18.00,5.32,37.94
12,231236.00,34.13,0.00,38.52,16.50,12.96,19.98,16.32,20.60,40.00,40.00,0.00,18.00,5.32,37.94
13,265636.00,22.33,0.00,40.00,0.00,8.33,40.00,12.88,40.00,39.41,24.84,0.00,0.00,24.20,0.00
14,274952.00,25.88,0.00,0.00,40.00,0.00,40.00,33.27,27.20,33.88,0.00,21.51,38.80,0.00,31.26
15,274952.00,25.88,0.00,0.00,40.00,0.00,40.00,33.27,27.20,33.88,0.00,21.51,38.80,0.00,31.26
16,274952.00,25.88,0.00,0.00,40.00,0.00,40.00,33.27,27.20,33.88,0.00,21.51,38.80,0.00,31.26
17,274952.00,25.88,0.00,0.00,40.00,0.00,40.00,33.27,27.20,33.88,0.00,21.51,38.80,0.00,31.26
18,274952.00,25.88,0.00,0.00,40.00,0.00,40.00,33.27,27.20,33.88,0.00,21.51,38.80,0.00,31.26
19,274952.00,25.88,0.00,0.00,40.00,0.00,40.00,33.27,27.20,33.88,0.00,21.51,38.80,0.00,31.26
20,274952.00,25.88,0.00,0.00,40.00,0.00,40.00,33.27,27.20,33.88,0.00,21.51,38.80,0.00,31.26
21,274952.00,25.88,0.00,0.00,40.00,0.00,40.00,33.27,27.20,33.88,0.00,21.51,38.80,0.00,31.26
