GenID,BestFitness,AvgFitness,WinRate,TimeTaken,AvgWood,AvgMeat,AvgStone,AvgSoldiers,AvgWorkers
0,36125.00,10153.50,0.14,9.30,0.00,0.00,0.00,0.00,0.00
1,87250.00,22218.50,0.46,3.70,0.00,0.00,0.00,0.00,0.00
2,87250.00,15037.00,0.20,4.30,0.00,0.00,0.00,0.00,0.00
3,87250.00,16431.00,0.24,4.89,0.00,0.00,0.00,0.00,0.00
4,87250.00,14772.50,0.24,5.30,0.00,0.00,0.00,0.00,0.00
5,87250.00,13644.50,0.24,38.00,0.00,0.00,0.00,0.00,0.00
6,87250.00,16422.50,0.28,7.38,0.00,0.00,0.00,0.00,0.00
7,87250.00,15012.50,0.22,4.05,0.00,0.00,0.00,0.00,0.00
8,87250.00,16441.50,0.32,4.36,0.00,0.00,0.00,0.00,0.00
9,87250.00,15831.00,0.18,5.28,0.00,0.00,0.00,0.00,0.00
10,87250.00,13548.50,0.22,5.04,0.00,0.00,0.00,0.00,0.00
11,87250.00,13498.50,0.20,3.52,0.00,0.00,0.00,0.00,0.00
12,87250.00,15901.00,0.16,5.13,0.00,0.00,0.00,0.00,0.00
13,87500.00,16943.50,0.16,4.57,0.00,0.00,0.00,0.00,0.00
14,87500.00,14380.00,0.24,4.26,0.00,0.00,0.00,0.00,0.00
15,87500.00,13783.00,0.18,3.71,0.00,0.00,0.00,0.00,0.00
16,87500.00,11933.00,0.14,4.25,0.00,0.00,0.00,0.00,0.00
17,87500.00,13649.50,0.22,3.24,0.00,0.00,0.00,0.00,0.00
18,87500.00,14268.50,0.18,4.02,0.00,0.00,0.00,0.00,0.00
19,87500.00,16961.00,0.30,4.67,0.00,0.00,0.00,0.00,0.00
