GenID,BestFitness,AvgFitness,WinRate,TimeTaken,AvgWood,AvgMeat,AvgStone,AvgSoldiers,AvgWorkers
0,36125.00,10153.50,0.14,99.53,0.00,0.00,0.00,0.00,0.00
1,87250.00,22218.50,0.46,19.79,0.00,0.00,0.00,0.00,0.00
2,87250.00,15894.50,0.24,3.20,0.00,0.00,0.00,0.00,0.00
3,87250.00,17301.00,0.24,4.47,0.00,0.00,0.00,0.00,0.00
4,87250.00,16137.50,0.28,12.26,0.00,0.00,0.00,0.00,0.00
5,87250.00,15343.00,0.32,3.29,0.00,0.00,0.00,0.00,0.00
6,87250.00,16332.50,0.32,5.04,0.00,0.00,0.00,0.00,0.00
7,87250.00,14238.50,0.24,2.58,0.00,0.00,0.00,0.00,0.00
8,87250.00,14775.00,0.22,5.02,0.00,0.00,0.00,0.00,0.00
9,87250.00,18377.00,0.20,3.91,0.00,0.00,0.00,0.00,0.00
10,87250.00,16978.00,0.38,2.86,0.00,0.00,0.00,0.00,0.00
11,87250.00,11880.00,0.18,2.71,0.00,0.00,0.00,0.00,0.00
12,87250.00,15432.50,0.20,3.11,0.00,0.00,0.00,0.00,0.00
13,87250.00,15415.00,0.20,5.25,0.00,0.00,0.00,0.00,0.00
14,87250.00,16321.50,0.28,2.20,0.00,0.00,0.00,0.00,0.00
15,87250.00,18188.50,0.28,2.63,0.00,0.00,0.00,0.00,0.00
16,87250.00,17332.00,0.28,2.52,0.00,0.00,0.00,0.00,0.00
17,87250.00,14449.00,0.18,2.58,0.00,0.00,0.00,0.00,0.00
18,87250.00,15653.00,0.24,5.31,0.00,0.00,0.00,0.00,0.00
19,87250.00,16680.00,0.20,5.24,0.00,0.00,0.00,0.00,0.00
