Step,ElapsedMs,BotType,Difficulty
10,180.9530,EliteCommander,Aggressive
20,117.3887,EliteCommander,Aggressive
30,103.5340,EliteCommander,Aggressive
40,97.6507,EliteCommander,Aggressive
50,105.5085,EliteCommander,Aggressive
60,107.5535,EliteCommander,Aggressive
70,90.3252,EliteCommander,Aggressive
80,101.2310,EliteCommander,Aggressive
90,90.4754,EliteCommander,Aggressive
95,31.8659,EliteCommander,Aggressive
10,179.8308,EliteCommander,Aggressive
20,116.2947,EliteCommander,Aggressive
30,103.0050,EliteCommander,Aggressive
40,97.6663,EliteCommander,Aggressive
50,105.5541,EliteCommander,Aggressive
60,107.6097,EliteCommander,Aggressive
70,90.3739,EliteCommander,Aggressive
80,101.2821,EliteCommander,Aggressive
90,90.6800,EliteCommander,Aggressive
100,90.4656,EliteCommander,Aggressive
10,180.4723,EliteCommander,Aggressive
20,116.6489,EliteCommander,Aggressive
30,103.1893,EliteCommander,Aggressive
40,97.6835,EliteCommander,Aggressive
50,105.5538,EliteCommander,Aggressive
60,107.6132,EliteCommander,Aggressive
70,90.3788,EliteCommander,Aggressive
80,101.2892,EliteCommander,Aggressive
90,90.6972,EliteCommander,Aggressive
100,90.6254,EliteCommander,Aggressive
10,180.6475,EliteCommander,Aggressive
20,116.9546,EliteCommander,Aggressive
30,103.1859,EliteCommander,Aggressive
40,97.6763,EliteCommander,Aggressive
50,105.5407,EliteCommander,Aggressive
60,107.5993,EliteCommander,Aggressive
70,90.3676,EliteCommander,Aggressive
80,101.2745,EliteCommander,Aggressive
90,90.6918,EliteCommander,Aggressive
100,90.8873,EliteCommander,Aggressive
10,180.7993,EliteCommander,Aggressive
20,117.1053,EliteCommander,Aggressive
30,103.4151,EliteCommander,Aggressive
40,97.6666,EliteCommander,Aggressive
50,105.5287,EliteCommander,Aggressive
60,107.5822,EliteCommander,Aggressive
70,90.3521,EliteCommander,Aggressive
80,101.2541,EliteCommander,Aggressive
90,90.4830,EliteCommander,Aggressive
100,91.2806,EliteCommander,Aggressive
105,33.4111,EliteCommander,Aggressive
110,90.1649,EliteCommander,Aggressive
115,50.0832,EliteCommander,Aggressive
125,68.1305,EliteCommander,Aggressive
130,74.2318,EliteCommander,Aggressive
140,59.5575,EliteCommander,Aggressive
145,89.2532,EliteCommander,Aggressive
