Step,ElapsedMs,BotType,Difficulty
100,886.3121,EliteCommander,Aggressive
200,42.6664,EliteCommander,Aggressive
300,29.9098,EliteCommander,Aggressive
400,28.6138,EliteCommander,Aggressive
500,28.4014,EliteCommander,Aggressive
600,31.1757,EliteCommander,Aggressive
700,29.8985,EliteCommander,Aggressive
800,27.9681,EliteCommander,Aggressive
900,45.5012,EliteCommander,Aggressive
1000,34.0971,EliteCommander,Aggressive
1100,35.2041,EliteCommander,Aggressive
1200,43.8881,EliteCommander,Aggressive
1300,35.9628,EliteCommander,Aggressive
1400,35.0877,EliteCommander,Aggressive
1500,28.5851,EliteCommander,Aggressive
1600,23.2654,EliteCommander,Aggressive
1700,29.4374,EliteCommander,Aggressive
1800,37.7049,EliteCommander,Aggressive
1900,43.7350,EliteCommander,Aggressive
2000,26.2549,EliteCommander,Aggressive
2100,24.6067,EliteCommander,Aggressive
2200,21.0261,EliteCommander,Aggressive
2300,33.4657,EliteCommander,Aggressive
2400,39.3087,EliteCommander,Aggressive
2500,50.7009,EliteCommander,Aggressive
2600,48.4759,EliteCommander,Aggressive
2700,44.8343,EliteCommander,Aggressive
2800,14.9238,EliteCommander,Aggressive
2900,7.2824,EliteCommander,Aggressive
3000,31.3345,EliteCommander,Aggressive
3100,36.8606,EliteCommander,Aggressive
3200,42.5068,EliteCommander,Aggressive
3300,39.5379,EliteCommander,Aggressive
3400,32.6588,EliteCommander,Aggressive
3500,33.1940,EliteCommander,Aggressive
3600,29.5203,EliteCommander,Aggressive
3700,32.4167,EliteCommander,Aggressive
3800,43.2179,EliteCommander,Aggressive
3900,68.0820,EliteCommander,Aggressive
4000,63.3311,EliteCommander,Aggressive
4100,80.3506,EliteCommander,Aggressive
4200,62.0018,EliteCommander,Aggressive
4300,71.7855,EliteCommander,Aggressive
4400,88.1600,EliteCommander,Aggressive
4500,55.1632,EliteCommander,Aggressive
4600,26.7719,EliteCommander,Aggressive
4700,92.1317,EliteCommander,Aggressive
4800,103.0489,EliteCommander,Aggressive
4900,91.7958,EliteCommander,Aggressive
65,20.3562,EliteCommander,Aggressive
165,12.3373,EliteCommander,Aggressive
265,18.2731,EliteCommander,Aggressive
365,26.3632,EliteCommander,Aggressive
465,29.7222,EliteCommander,Aggressive
565,27.5592,EliteCommander,Aggressive
665,28.2156,EliteCommander,Aggressive
765,29.6068,EliteCommander,Aggressive
865,29.5969,EliteCommander,Aggressive
965,24.5866,EliteCommander,Aggressive
1065,36.6685,EliteCommander,Aggressive
1165,36.8845,EliteCommander,Aggressive
1265,35.4438,EliteCommander,Aggressive
1365,37.7275,EliteCommander,Aggressive
1465,33.0018,EliteCommander,Aggressive
