Opponent,Win,Duration,Workers,Soldiers,Towers,Wood,Stone,Meat
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
EliteCommander,False,0.01,0,0,0,0,0,0
