Step,ElapsedMs,BotType,Difficulty
5,73.5478,Balanced,Aggressive
10,40.9772,Balanced,Aggressive
15,32.6724,Balanced,Aggressive
20,31.6801,Balanced,Aggressive
25,39.4452,Balanced,Aggressive
30,31.9336,Balanced,Aggressive
35,30.5976,Balanced,Aggressive
40,36.5476,Balanced,Aggressive
45,32.1837,Balanced,Aggressive
50,31.1904,Balanced,Aggressive
55,26.9737,Balanced,Aggressive
60,38.6979,Balanced,Aggressive
65,28.9988,Balanced,Aggressive
69,32.0849,Balanced,Aggressive
73,33.6647,Balanced,Aggressive
77,28.6499,Balanced,Aggressive
81,29.0210,Balanced,Aggressive
85,26.6238,Balanced,Aggressive
89,35.1647,Balanced,Aggressive
93,31.7519,Balanced,Aggressive
97,33.4962,Balanced,Aggressive
101,28.1608,Balanced,Aggressive
105,33.6063,Balanced,Aggressive
109,33.4392,Balanced,Aggressive
113,26.9592,Balanced,Aggressive
117,32.4667,Balanced,Aggressive
121,28.6145,Balanced,Aggressive
125,31.2706,Balanced,Aggressive
129,26.6331,Balanced,Aggressive
133,27.8882,Balanced,Aggressive
136,28.3818,Balanced,Aggressive
139,33.4570,Balanced,Aggressive
142,28.1608,Balanced,Aggressive
145,29.6545,Balanced,Aggressive
148,30.9818,Balanced,Aggressive
151,28.1528,Balanced,Aggressive
154,27.5500,Balanced,Aggressive
157,30.4158,Balanced,Aggressive
160,28.6122,Balanced,Aggressive
163,27.0155,Balanced,Aggressive
166,29.6012,Balanced,Aggressive
169,27.4608,Balanced,Aggressive
172,25.6168,Balanced,Aggressive
175,29.6534,Balanced,Aggressive
178,30.1088,Balanced,Aggressive
181,30.1606,Balanced,Aggressive
184,38.9966,Balanced,Aggressive
187,30.6996,Balanced,Aggressive
190,28.4573,Balanced,Aggressive
193,27.5801,Balanced,Aggressive
196,27.4498,Balanced,Aggressive
199,28.5560,Balanced,Aggressive
202,30.1556,Balanced,Aggressive
205,27.8522,Balanced,Aggressive
208,27.3402,Balanced,Aggressive
211,27.0369,Balanced,Aggressive
214,30.6132,Balanced,Aggressive
217,27.0663,Balanced,Aggressive
220,30.2224,Balanced,Aggressive
223,26.9940,Balanced,Aggressive
226,28.8506,Balanced,Aggressive
229,27.7736,Balanced,Aggressive
232,30.0890,Balanced,Aggressive
235,28.4779,Balanced,Aggressive
238,27.7447,Balanced,Aggressive
241,30.3154,Balanced,Aggressive
244,28.0072,Balanced,Aggressive
247,27.4814,Balanced,Aggressive
250,30.5620,Balanced,Aggressive
253,33.3360,Balanced,Aggressive
256,29.0168,Balanced,Aggressive
259,30.0077,Balanced,Aggressive
262,30.8452,Balanced,Aggressive
265,30.4483,Balanced,Aggressive
268,31.1692,Balanced,Aggressive
271,27.6368,Balanced,Aggressive
274,28.7964,Balanced,Aggressive
277,32.8200,Balanced,Aggressive
280,29.3295,Balanced,Aggressive
283,30.6009,Balanced,Aggressive
286,29.1281,Balanced,Aggressive
289,31.4730,Balanced,Aggressive
292,29.5709,Balanced,Aggressive
295,27.7227,Balanced,Aggressive
298,27.6778,Balanced,Aggressive
301,30.9576,Balanced,Aggressive
304,29.7744,Balanced,Aggressive
307,29.5156,Balanced,Aggressive
310,29.9278,Balanced,Aggressive
313,30.3918,Balanced,Aggressive
316,31.5407,Balanced,Aggressive
319,34.0338,Balanced,Aggressive
322,29.0175,Balanced,Aggressive
325,30.8422,Balanced,Aggressive
328,29.2856,Balanced,Aggressive
331,28.8082,Balanced,Aggressive
334,29.6506,Balanced,Aggressive
337,29.1928,Balanced,Aggressive
340,28.5845,Balanced,Aggressive
343,30.6760,Balanced,Aggressive
346,27.3892,Balanced,Aggressive
349,30.7342,Balanced,Aggressive
352,29.1243,Balanced,Aggressive
355,30.6117,Balanced,Aggressive
358,29.4579,Balanced,Aggressive
361,29.8761,Balanced,Aggressive
364,29.8869,Balanced,Aggressive
367,29.0973,Balanced,Aggressive
370,30.2202,Balanced,Aggressive
373,30.4473,Balanced,Aggressive
376,31.0098,Balanced,Aggressive
379,27.8774,Balanced,Aggressive
382,30.6813,Balanced,Aggressive
385,30.6715,Balanced,Aggressive
388,29.4386,Balanced,Aggressive
391,29.7433,Balanced,Aggressive
394,29.0841,Balanced,Aggressive
397,28.8600,Balanced,Aggressive
