Episode,Reward,Steps,WinRate
1051,9499.30,442,1.00
1052,10377.80,357,1.00
1053,9374.60,459,1.00
1054,10229.10,374,1.00
1055,8104.00,595,1.00
1056,9638.70,433,1.00
1057,7997.60,574,1.00
1058,9637.40,426,1.00
1059,10397.70,358,1.00
1060,10191.40,371,1.00
1061,9114.80,482,1.00
1062,8933.00,500,1.00
1063,9433.00,460,1.00
1064,10114.40,386,1.00
1065,9334.00,460,1.00
1066,10718.80,332,1.00
1067,9290.80,472,1.00
1068,10180.50,385,1.00
1069,9764.30,412,1.00
1070,9815.00,410,1.00
1071,10057.30,397,1.00
1072,9923.70,398,1.00
1073,9319.10,469,1.00
1074,3230.00,1055,1.00
1075,9818.40,406,1.00
1076,7909.80,602,1.00
1077,7118.30,682,1.00
1078,9216.20,483,1.00
1079,9509.30,447,1.00
1080,10093.20,393,1.00
1081,8942.80,497,1.00
1082,8513.60,534,1.00
1083,9007.70,493,1.00
1084,7609.30,632,1.00
1085,3656.80,1017,1.00
1086,8346.60,554,1.00
1087,8611.50,515,1.00
1088,8157.90,591,1.00
1089,8097.90,576,1.00
1090,8510.90,536,1.00
1091,4100.60,964,1.00
1092,7470.10,644,1.00
1093,9637.00,425,1.00
1094,10203.30,372,1.00
1095,9357.30,457,1.00
1096,4346.00,930,1.00
1097,10066.60,374,1.00
1098,7311.20,638,1.00
1099,10321.10,374,1.00
1100,7071.60,679,1.00
1101,10161.90,386,1.00
1102,7565.60,619,1.00
1103,10424.50,355,1.00
1104,8895.20,508,1.00
1105,8097.50,595,1.00
1106,7240.70,668,1.00
1107,5390.70,823,1.00
1108,10295.20,363,1.00
1109,10240.50,375,1.00
1110,10557.70,343,1.00
1111,9676.00,420,1.00
1112,10118.90,391,1.00
1113,10208.80,377,1.00
1114,9823.80,417,1.00
1115,9085.10,479,1.00
1116,7984.80,602,1.00
1117,7786.20,618,1.00
1118,7208.30,647,1.00
1119,7874.00,590,1.00
1120,4315.60,929,1.00
1121,9600.30,432,1.00
1122,9377.20,468,1.00
1123,7307.90,641,1.00
1124,6916.90,681,1.00
1125,7504.10,614,1.00
1126,7271.80,657,1.00
1127,6564.40,701,1.00
1128,6844.70,688,1.00
1129,8083.10,579,1.00
1130,8109.20,558,1.00
1131,5139.20,833,1.00
1132,8222.90,556,1.00
1133,9545.40,451,1.00
1134,9340.70,463,1.00
1135,7571.90,621,1.00
1136,8939.70,503,1.00
1137,8875.00,505,1.00
1138,8292.90,566,1.00
1139,9452.20,458,1.00
1140,8240.50,540,1.00
1141,7931.50,580,1.00
1142,10304.90,386,1.00
1143,7164.50,660,1.00
1144,9560.70,433,1.00
1145,8571.00,535,1.00
1146,6874.10,704,1.00
1147,10582.50,350,1.00
1148,10146.50,380,1.00
1149,9084.80,467,1.00
1150,9575.90,431,1.00
1151,8823.50,515,1.00
1152,8758.10,514,1.00
1153,6037.90,776,1.00
1154,9938.50,405,1.00
1155,8968.50,490,1.00
1156,9117.70,478,1.00
1157,7444.70,628,1.00
1158,7482.50,650,1.00
1159,7796.30,617,1.00
1160,5391.00,845,1.00
1161,8825.50,495,1.00
1162,9362.60,479,1.00
1163,9279.10,469,1.00
1164,9156.80,467,1.00
1165,8695.20,518,1.00
1166,8163.20,553,1.00
1167,3045.00,1050,1.00
1168,9903.80,417,1.00
1169,8704.70,513,1.00
1170,9724.50,450,1.00
1171,8096.30,572,1.00
1172,9395.80,462,1.00
1173,9037.40,466,1.00
1174,9854.50,420,1.00
1175,8426.40,561,1.00
1176,9736.70,418,1.00
1177,10401.50,350,1.00
1178,9186.20,478,1.00
1179,10343.20,378,1.00
1180,9631.40,416,1.00
1181,9004.20,473,1.00
1182,8427.30,547,1.00
1183,6945.30,707,1.00
1184,7998.70,598,1.00
1185,10646.80,342,1.00
1186,7546.90,636,1.00
1187,6030.40,786,1.00
1188,7271.90,681,1.00
1189,8796.80,517,1.00
1190,8807.30,497,1.00
1191,8961.60,479,1.00
1192,7900.50,615,1.00
1193,8655.30,537,1.00
1194,10469.60,359,1.00
1195,9582.80,442,1.00
1196,9684.10,439,1.00
1197,9876.20,408,1.00
1198,10225.30,377,1.00
1199,9823.10,414,1.00
1200,9739.40,426,1.00
1201,8636.60,524,1.00
1202,9926.70,408,1.00
1203,9593.90,451,1.00
1204,9284.90,476,1.00
1205,9294.10,449,1.00
1206,9962.00,405,1.00
1207,10336.80,372,1.00
1208,9604.40,416,1.00
1209,10684.90,321,1.00
1210,7066.30,677,1.00
1211,9427.30,457,1.00
1212,8509.50,545,1.00
1213,8774.80,517,1.00
1214,2959.70,1048,1.00
1215,8693.30,527,1.00
1216,8892.80,502,1.00
1217,10461.90,351,1.00
1218,10039.20,398,1.00
1219,8194.60,579,1.00
1220,10191.20,383,1.00
1221,10126.00,395,1.00
1222,9625.80,417,1.00
1223,8429.20,553,1.00
1224,9640.80,447,1.00
1225,5480.20,853,1.00
1226,10029.60,399,1.00
1227,9622.20,448,1.00
1228,9402.70,473,1.00
1229,9701.00,435,1.00
1230,9256.10,484,1.00
1231,9902.80,412,1.00
1232,9560.80,442,1.00
1233,9936.70,398,1.00
1234,10296.10,369,1.00
1235,10009.90,406,1.00
1236,10428.60,364,1.00
1237,8354.10,569,1.00
1238,9568.50,440,1.00
1239,7696.40,626,1.00
1240,7524.90,616,1.00
1241,9586.30,452,1.00
1242,10460.60,364,1.00
1243,9396.00,470,1.00
1244,9560.10,449,1.00
1245,10324.50,370,1.00
1246,10092.20,393,1.00
1247,9032.50,495,1.00
1248,10589.50,345,1.00
1249,9994.60,399,1.00
1250,9278.10,479,1.00
1251,9642.80,427,1.00
1252,6380.30,722,1.00
1253,9167.40,476,1.00
1254,7059.30,672,1.00
1255,6880.70,678,1.00
1256,5870.60,779,1.00
1257,8821.70,488,1.00
1258,5801.70,813,1.00
1259,9932.50,395,1.00
1260,10293.60,359,1.00
1261,9049.20,483,1.00
1262,9684.50,425,1.00
1263,10246.40,366,1.00
1264,9848.20,413,1.00
1265,9740.30,422,1.00
1266,9924.80,422,1.00
1267,9556.30,442,1.00
1268,9104.80,477,1.00
1269,10270.70,368,1.00
1270,10239.60,364,1.00
1271,10362.50,360,1.00
1272,9762.20,413,1.00
1273,9454.70,468,1.00
1274,9981.10,399,1.00
1275,8729.20,518,1.00
1276,8329.20,553,1.00
1277,8712.00,515,1.00
1278,8092.80,582,1.00
1279,6830.00,715,1.00
1280,8245.80,557,1.00
1281,8484.10,549,1.00
1282,9245.10,459,1.00
1283,9690.70,423,1.00
1284,9519.10,444,1.00
1285,9433.60,454,1.00
1286,8980.00,520,1.00
1287,8438.70,538,1.00
1288,9422.90,451,1.00
1289,8636.60,554,1.00
1290,9613.00,435,1.00
1291,9755.60,424,1.00
1292,8681.50,520,1.00
1293,8629.40,501,1.00
1294,9838.30,427,1.00
1295,9209.10,494,1.00
1296,9496.30,442,1.00
1297,10137.10,384,1.00
1298,10003.40,406,1.00
1299,10596.10,339,1.00
1300,10194.30,382,1.00
1301,9934.80,417,1.00
1302,8643.90,541,1.00
1303,9385.70,463,1.00
1304,10265.30,372,1.00
1305,9720.90,426,1.00
1306,9610.10,459,1.00
1307,9964.70,408,1.00
1308,9393.90,456,1.00
1309,10219.50,380,1.00
1310,9187.20,468,1.00
1311,9061.60,499,1.00
1312,8989.00,485,1.00
1313,8533.00,550,1.00
1314,6271.60,759,1.00
1315,9023.30,497,1.00
1316,9050.40,501,1.00
1317,9907.10,404,1.00
1318,9284.70,468,1.00
1319,10193.00,370,1.00
1320,8567.70,553,1.00
1321,8810.30,502,1.00
1322,8979.10,524,1.00
1323,9193.00,475,1.00
1324,8540.40,541,1.00
1325,8544.20,553,1.00
1326,9318.90,451,1.00
1327,4015.10,999,1.00
1328,8972.80,497,1.00
1329,6047.40,771,1.00
1330,8947.00,500,1.00
1331,8563.00,530,1.00
1332,9659.90,421,1.00
1333,7639.40,621,1.00
1334,6529.60,744,1.00
1335,6747.00,715,1.00
1336,6826.90,681,1.00
1337,10352.50,370,1.00
1338,9585.00,450,1.00
1339,9206.90,491,1.00
1340,8824.90,541,1.00
1341,10168.80,382,1.00
1342,9916.20,398,1.00
1343,9594.90,456,1.00
1344,9568.30,442,1.00
1345,10391.20,358,1.00
1346,9566.00,440,1.00
1347,9018.10,494,1.00
1348,9695.00,435,1.00
1349,9876.10,419,1.00
1350,8833.60,504,1.00
1351,7904.40,596,1.00
1352,7338.80,652,1.00
1353,9450.40,461,1.00
1354,9776.00,415,1.00
1355,7043.30,677,1.00
1356,8927.30,512,1.00
1357,9359.50,460,1.00
1358,9200.30,467,1.00
1359,8235.10,564,1.00
1360,9695.60,419,1.00
1361,9472.40,441,1.00
1362,9132.20,473,1.00
1363,8098.10,564,1.00
1364,9491.30,452,1.00
1365,6131.10,754,1.00
1366,8523.10,534,1.00
1367,2491.90,1111,1.00
1368,7269.20,678,1.00
1369,8874.20,513,1.00
1370,9342.90,461,1.00
1371,9933.50,410,1.00
1372,9477.40,446,1.00
1373,9716.20,423,1.00
1374,9931.10,404,1.00
1375,8691.30,522,1.00
1376,7544.70,633,1.00
1377,9008.60,499,1.00
1378,9887.50,410,1.00
1379,10372.30,362,1.00
1380,10018.00,405,1.00
1381,9408.90,441,1.00
1382,8336.70,558,1.00
1383,8510.20,548,1.00
1384,10630.90,341,1.00
1385,9500.20,458,1.00
1386,10046.90,396,1.00
1387,9627.90,436,1.00
1388,10664.40,331,1.00
1389,9378.00,445,1.00
1390,9040.70,493,1.00
1391,8824.50,500,1.00
1392,8372.60,539,1.00
1393,10143.10,394,1.00
1394,10315.30,372,1.00
1395,10205.30,377,1.00
1396,9734.40,426,1.00
1397,9694.40,426,1.00
1398,9959.10,399,1.00
1399,9936.90,421,1.00
1400,9978.00,405,1.00
1401,10340.70,368,1.00
1402,9099.50,455,1.00
1403,9187.60,484,1.00
1404,9664.50,430,1.00
1405,10051.70,388,1.00
1406,7996.90,591,1.00
1407,10217.30,372,1.00
1408,10327.90,356,1.00
1409,9630.80,447,1.00
1410,8042.40,596,1.00
1411,5122.50,860,1.00
1412,7635.90,616,1.00
1413,9867.70,383,1.00
1414,10097.70,378,1.00
1415,9754.50,420,1.00
1416,8084.50,590,1.00
1417,9216.40,461,1.00
1418,10009.00,410,1.00
1419,8927.40,491,1.00
1420,8379.60,564,1.00
1421,9432.60,444,1.00
1422,9609.60,419,1.00
1423,9111.60,474,1.00
1424,7815.70,608,1.00
1425,6861.90,716,1.00
1426,10119.40,391,1.00
1427,10345.70,368,1.00
1428,9148.21,523,1.00
1429,9530.80,452,1.00
1430,9971.50,405,1.00
1431,9825.20,428,1.00
1432,10480.10,354,1.00
1433,8749.10,499,1.00
1434,8972.90,491,1.00
1435,9266.10,474,1.00
1436,8556.30,537,1.00
1437,5409.50,850,1.00
1438,8603.80,537,1.00
1439,7147.90,676,1.00
1440,7918.50,615,1.00
1441,10213.70,393,1.00
1442,9692.50,450,1.00
1443,10423.10,354,1.00
1444,9056.90,491,1.00
1445,8664.20,508,1.00
1446,9961.50,400,1.00
1447,10200.20,378,1.00
1448,10002.20,388,1.00
1449,10153.60,384,1.00
1450,7775.00,615,1.00
1451,10103.50,395,1.00
1452,9136.60,504,1.00
1453,6040.60,754,1.00
1454,5439.00,835,1.00
1455,8760.60,529,1.00
1456,8994.50,470,1.00
1457,9978.70,388,1.00
1458,10417.40,361,1.00
1459,10219.20,388,1.00
1460,6837.10,709,1.00
1461,10146.70,378,1.00
1462,10083.90,396,1.00
1463,8914.70,483,1.00
1464,9605.10,439,1.00
1465,9178.40,471,1.00
1466,9599.40,441,1.00
1467,8376.90,566,1.00
1468,9794.40,416,1.00
1469,9812.40,426,1.00
1470,10024.80,397,1.00
1471,10204.00,385,1.00
1472,10260.40,376,1.00
1473,9821.70,418,1.00
1474,10113.50,395,1.00
1475,9570.90,441,1.00
1476,10264.80,372,1.00
1477,9615.50,430,1.00
1478,10466.40,341,1.00
1479,4602.50,925,1.00
1480,7384.60,634,1.00
1481,-83.00,1250,0.99
1482,8849.30,507,0.99
1483,9883.20,408,0.99
1484,10593.80,342,0.99
1485,9404.80,462,0.99
1486,9540.00,445,0.99
1487,6871.10,724,0.99
1488,9407.60,469,0.99
1489,7997.31,642,0.99
1490,8607.60,519,0.99
1491,10170.50,390,0.99
1492,9322.50,470,0.99
1493,8308.10,579,0.99
1494,7705.80,617,0.99
1495,8627.10,534,0.99
1496,8892.50,495,0.99
1497,9574.80,442,0.99
1498,4636.90,911,0.99
1499,7283.90,666,0.99
1500,6449.30,747,0.99
1501,9118.80,492,0.99
1502,10457.20,368,0.99
1503,10447.30,352,0.99
1504,9899.70,413,0.99
1505,10437.70,353,0.99
1506,10025.80,397,0.99
1507,10266.70,378,0.99
1508,10094.60,399,0.99
1509,7579.40,636,0.99
1510,6046.80,787,0.99
1511,7727.70,628,0.99
1512,9912.90,406,0.99
1513,10065.10,404,0.99
1514,9702.00,435,0.99
1515,9940.00,410,0.99
1516,9898.60,429,0.99
1517,10241.20,393,0.99
1518,9120.90,496,0.99
1519,9958.50,420,0.99
1520,9522.00,460,0.99
1521,9593.00,440,0.99
1522,10010.10,404,0.99
1523,9696.90,426,0.99
1524,9234.30,487,0.99
1525,8271.90,566,0.99
1526,9374.90,456,0.99
1527,9060.00,515,0.99
1528,9513.90,461,0.99
1529,9237.60,489,0.99
1530,9297.20,483,0.99
1531,8572.90,541,0.99
1532,8275.40,561,0.99
1533,5470.70,848,0.99
1534,8613.70,533,0.99
1535,9865.80,407,0.99
1536,10205.40,381,0.99
1537,8337.70,568,0.99
1538,6390.60,759,0.99
1539,7193.30,682,0.99
1540,8831.80,512,0.99
1541,4462.50,915,0.99
1542,6014.00,790,0.99
1543,5306.60,854,0.99
1544,8740.80,537,0.99
1545,8707.40,516,0.99
1546,8400.10,564,0.99
1547,8114.00,590,0.99
1548,8753.10,524,0.99
1549,9002.30,492,0.99
1550,7883.70,603,0.99
1551,8415.30,532,0.99
1552,6507.50,720,0.99
1553,5765.90,831,0.99
1554,7908.30,607,0.99
1555,7199.80,657,0.99
1556,6431.90,731,0.99
1557,8208.40,561,0.99
1558,6773.90,716,0.99
1559,8451.50,540,0.99
1560,2764.30,1072,0.99
1561,9135.00,495,0.99
1562,8261.70,578,0.99
1563,8974.80,507,0.99
1564,6662.60,699,0.99
1565,8600.20,538,0.99
1566,8157.10,569,0.99
1567,8996.90,521,0.99
1568,8493.70,563,0.99
1569,9114.20,488,0.99
1570,7996.60,564,0.99
1571,8977.30,492,0.99
1572,7712.60,599,0.99
1573,8236.10,579,0.99
1574,6852.20,708,0.99
1575,4599.00,895,0.99
1576,9454.60,469,0.99
1577,8040.90,576,0.99
1578,7014.70,693,0.99
1579,8430.00,535,0.99
1580,4484.80,932,0.99
1581,8420.80,552,1.00
1582,6913.30,692,1.00
1583,7221.60,659,1.00
1584,8375.90,546,1.00
1585,10269.90,371,1.00
1586,8620.10,524,1.00
1587,7148.10,664,1.00
1588,10343.80,372,1.00
1589,9359.30,482,1.00
1590,8690.70,538,1.00
1591,9068.20,493,1.00
1592,8356.80,562,1.00
1593,9997.80,417,1.00
1594,8599.40,531,1.00
1595,9908.40,406,1.00
1596,10581.50,345,1.00
1597,10245.90,371,1.00
1598,9702.80,412,1.00
1599,8400.30,567,1.00
1600,8787.90,521,1.00
1601,10129.80,387,1.00
1602,9483.80,417,1.00
1603,10602.10,334,1.00
1604,9986.40,401,1.00
1605,9766.90,406,1.00
1606,9828.60,414,1.00
1607,10077.00,385,1.00
1608,9886.20,403,1.00
1609,9217.10,499,1.00
1610,9420.50,470,1.00
1611,10322.00,365,1.00
1612,9341.60,444,1.00
1613,9340.20,458,1.00
1614,10358.90,366,1.00
1615,9694.20,418,1.00
1616,9471.20,458,1.00
1617,9466.10,449,1.00
1618,8247.40,601,1.00
1619,8749.70,538,1.00
1620,10162.20,373,1.00
1621,9974.10,399,1.00
1622,9683.60,419,1.00
1623,8758.10,534,1.00
1624,9559.70,448,1.00
1625,9241.30,487,1.00
1626,5827.60,809,1.00
1627,7882.80,607,1.00
1628,8278.90,576,1.00
1629,8766.31,547,1.00
1630,10036.40,411,1.00
1631,9999.90,401,1.00
1632,9410.70,468,1.00
1633,10321.30,342,1.00
1634,9153.70,478,1.00
1635,9112.90,491,1.00
1636,9847.30,432,1.00
1637,9773.40,431,1.00
1638,9340.90,471,1.00
1639,9578.00,460,1.00
1640,10468.00,350,1.00
1641,9921.10,404,1.00
1642,10459.60,344,1.00
1643,9543.40,461,1.00
1644,9967.40,411,1.00
1645,10156.40,376,1.00
1646,10291.10,369,1.00
1647,9524.80,447,1.00
1648,9531.00,460,1.00
1649,9978.40,396,1.00
1650,9229.60,479,1.00
1651,10430.10,344,1.00
1652,10180.50,395,1.00
1653,8899.50,510,1.00
1654,8340.20,558,1.00
1655,9429.00,465,1.00
1656,9395.20,458,1.00
1657,7955.00,595,1.00
1658,9345.70,478,1.00
1659,8607.10,539,1.00
1660,9408.00,485,1.00
1661,9734.30,402,1.00
1662,9202.70,493,1.00
1663,8567.70,538,1.00
1664,6718.70,738,1.00
1665,8429.80,577,1.00
1666,8076.80,562,1.00
1667,7880.50,615,1.00
1668,9496.50,445,1.00
1669,9504.30,472,1.00
1670,10020.90,411,1.00
1671,9714.00,430,1.00
1672,9412.70,468,1.00
1673,9737.40,426,1.00
1674,10509.30,347,1.00
1675,10368.60,379,1.00
1676,9496.70,488,1.00
1677,9306.10,449,1.00
1678,10099.30,397,1.00
1679,9051.50,490,1.00
1680,9573.70,448,1.00
1681,8062.70,618,1.00
1682,9711.50,430,1.00
1683,6988.40,706,1.00
1684,9689.70,438,1.00
1685,10010.80,392,1.00
1686,10183.40,371,1.00
1687,9224.80,477,1.00
1688,9686.50,420,1.00
1689,9258.00,485,1.00
1690,10141.60,379,1.00
1691,9671.10,439,1.00
1692,10061.90,401,1.00
1693,9821.50,435,1.00
1694,7205.90,681,1.00
1695,9905.90,406,1.00
1696,9670.50,430,1.00
1697,9955.70,423,1.00
1698,10060.60,399,1.00
1699,10507.40,346,1.00
1700,9930.90,416,1.00
1701,9683.70,433,1.00
1702,8541.50,565,1.00
1703,8786.10,509,1.00
1704,6031.20,803,1.00
1705,6027.21,833,1.00
1706,8369.90,586,1.00
1707,10483.40,341,1.00
1708,9566.60,434,1.00
1709,10023.30,387,1.00
1710,9264.90,461,1.00
1711,8449.50,555,1.00
1712,8041.60,584,1.00
1713,9332.00,455,1.00
1714,8615.60,524,1.00
1715,10672.50,330,1.00
1716,9815.10,424,1.00
1717,9898.40,411,1.00
1718,10159.30,382,1.00
1719,9414.50,475,1.00
1720,9773.70,438,1.00
1721,10353.30,352,1.00
1722,9813.60,424,1.00
1723,9619.10,429,1.00
1724,8003.30,597,1.00
1725,9575.20,433,1.00
1726,9462.50,445,1.00
1727,9940.20,413,1.00
1728,8232.50,580,1.00
1729,9219.60,469,1.00
1730,8796.80,512,1.00
1731,9438.50,455,1.00
1732,8584.10,524,1.00
1733,9725.80,432,1.00
1734,9261.70,468,1.00
1735,8538.10,539,1.00
1736,9971.60,404,1.00
1737,8618.70,533,1.00
1738,6022.00,760,1.00
1739,9965.20,398,1.00
1740,10008.60,389,1.00
1741,8923.60,494,1.00
1742,8466.30,552,1.00
1743,10127.40,376,1.00
1744,9155.00,470,1.00
1745,7862.50,605,1.00
1746,8808.00,505,1.00
1747,10202.00,380,1.00
1748,10103.50,385,1.00
1749,9305.40,456,1.00
1750,10038.70,388,1.00
1751,6340.71,828,1.00
1752,8206.00,580,1.00
1753,8968.60,499,1.00
1754,7068.80,692,1.00
1755,10041.60,389,1.00
1756,9813.00,435,1.00
1757,9836.40,421,1.00
1758,9659.00,425,1.00
1759,9837.40,416,1.00
1760,10381.20,368,1.00
1761,9509.60,444,1.00
1762,10019.80,407,1.00
1763,10313.80,367,1.00
1764,10307.40,366,1.00
1765,9721.50,425,1.00
1766,10196.50,370,1.00
1767,9595.70,443,1.00
1768,9997.30,407,1.00
1769,8564.70,558,1.00
1770,10033.10,384,1.00
1771,9969.10,399,1.00
1772,9934.90,396,1.00
1773,9841.10,409,1.00
1774,10223.30,377,1.00
1775,10334.10,369,1.00
1776,10166.20,378,1.00
1777,8803.70,533,1.00
1778,9049.70,488,1.00
1779,10363.50,350,1.00
1780,9981.00,385,1.00
1781,9425.40,481,1.00
1782,7970.00,595,1.00
1783,8734.50,525,1.00
1784,9216.60,474,1.00
1785,10282.60,364,1.00
1786,10020.20,403,1.00
1787,10437.40,346,1.00
1788,9876.30,417,1.00
1789,10396.90,366,1.00
1790,10092.20,408,1.00
1791,8218.31,602,1.00
1792,9230.70,483,1.00
1793,9074.20,493,1.00
1794,10715.60,324,1.00
1795,10049.30,392,1.00
1796,8959.21,523,1.00
1797,9390.60,464,1.00
1798,8663.30,532,1.00
1799,8945.10,484,1.00
1800,8273.50,575,1.00
1801,7889.80,612,1.00
1802,6543.30,742,1.00
1803,8791.50,515,1.00
1804,8866.30,517,1.00
1805,9679.40,416,1.00
1806,9614.10,429,1.00
1807,9797.40,411,1.00
1808,9621.10,434,1.00
1809,9741.20,413,1.00
1810,10158.70,373,1.00
1811,10444.30,347,1.00
1812,10468.40,346,1.00
1813,9767.10,414,1.00
1814,10160.20,393,1.00
1815,10890.90,301,1.00
1816,9669.10,424,1.00
1817,10188.80,377,1.00
1818,9301.50,475,1.00
1819,9862.40,426,1.00
1820,9795.80,427,1.00
1821,10056.40,396,1.00
1822,10327.10,359,1.00
1823,9510.10,449,1.00
1824,9651.70,433,1.00
1825,10025.60,384,1.00
1826,10166.10,389,1.00
1827,10721.90,316,1.00
1828,10048.30,402,1.00
1829,10103.60,389,1.00
1830,10219.90,376,1.00
1831,9639.30,447,1.00
1832,9339.20,453,1.00
1833,9450.40,471,1.00
1834,10225.70,388,1.00
1835,8816.10,504,1.00
1836,9751.50,430,1.00
1837,8946.20,513,1.00
1838,9414.40,476,1.00
1839,9704.40,421,1.00
1840,7541.50,655,1.00
1841,10399.70,348,1.00
1842,10327.50,360,1.00
1843,10232.40,366,1.00
1844,9625.80,442,1.00
1845,10098.20,378,1.00
1846,9908.50,405,1.00
1847,10314.00,365,1.00
1848,9045.60,509,1.00
1849,10152.60,379,1.00
1850,9472.80,447,1.00
1851,9507.40,456,1.00
1852,8900.40,531,1.00
1853,9704.80,442,1.00
1854,8681.00,540,1.00
1855,9939.00,410,1.00
1856,10579.40,341,1.00
1857,9968.40,391,1.00
1858,9883.00,405,1.00
1859,10496.90,346,1.00
1860,9908.30,402,1.00
1861,9597.00,435,1.00
1862,8729.30,527,1.00
1863,9020.00,500,1.00
1864,8435.80,542,1.00
1865,9126.60,479,1.00
1866,8550.60,539,1.00
1867,8238.30,562,1.00
1868,8648.10,524,1.00
1869,8775.00,510,1.00
1870,8181.00,590,1.00
1871,9612.80,452,1.00
1872,10364.30,357,1.00
1873,9655.40,421,1.00
1874,10252.20,368,1.00
1875,9570.80,447,1.00
1876,10107.50,395,1.00
1877,9492.40,441,1.00
1878,10280.70,378,1.00
1879,9610.80,432,1.00
1880,9761.60,424,1.00
1881,9973.60,404,1.00
1882,9903.00,400,1.00
1883,7237.60,664,1.00
1884,9475.70,448,1.00
1885,10311.00,370,1.00
1886,10167.50,380,1.00
1887,10414.30,357,1.00
1888,9815.50,430,1.00
1889,9538.00,435,1.00
1890,3382.70,1043,1.00
1891,6879.10,694,1.00
1892,9738.30,437,1.00
1893,8057.40,596,1.00
1894,8869.50,500,1.00
1895,8195.90,566,1.00
1896,9522.60,444,1.00
1897,9644.20,433,1.00
1898,6955.10,699,1.00
1899,8560.50,550,1.00
1900,9010.90,491,1.00
1901,9589.40,441,1.00
1902,7568.70,598,1.00
1903,9750.30,412,1.00
1904,7592.40,606,1.00
1905,7181.30,682,1.00
1906,8237.50,550,1.00
1907,6491.30,747,1.00
1908,5387.80,837,1.00
1909,9554.60,429,1.00
1910,9435.10,464,1.00
1911,9630.70,448,1.00
1912,9729.70,418,1.00
1913,4896.70,893,1.00
1914,6965.30,687,1.00
1915,9307.80,472,1.00
1916,9465.70,458,1.00
1917,8984.80,497,1.00
1918,8822.30,507,1.00
1919,9731.30,422,1.00
1920,6681.40,706,1.00
1921,9041.20,508,1.00
1922,9818.70,413,1.00
1923,9091.00,490,1.00
1924,9637.20,433,1.00
1925,9679.40,426,1.00
1926,10234.70,378,1.00
1927,10249.30,367,1.00
1928,9647.20,438,1.00
1929,9706.00,430,1.00
1930,8815.60,519,1.00
1931,8836.00,530,1.00
1932,9545.90,436,1.00
1933,9769.10,439,1.00
1934,7741.20,608,1.00
1935,7534.70,643,1.00
1936,9843.20,408,1.00
1937,8710.80,512,1.00
1938,8949.50,490,1.00
1939,8381.40,551,1.00
1940,9954.80,392,1.00
1941,8302.90,561,1.00
1942,8566.90,541,1.00
1943,9138.10,494,1.00
1944,8209.10,574,1.00
1945,8037.00,600,1.00
1946,9112.60,484,1.00
1947,8744.60,544,1.00
1948,9254.90,461,1.00
1949,9505.40,441,1.00
1950,7784.70,618,1.00
1951,10173.90,386,1.00
1952,9426.10,444,1.00
1953,8285.60,589,1.00
1954,9280.70,493,1.00
1955,8535.90,536,1.00
1956,10035.10,389,1.00
1957,9665.60,434,1.00
1958,9118.20,503,1.00
1959,8660.50,530,1.00
1960,8697.00,515,1.00
1961,9610.60,434,1.00
1962,8915.60,494,1.00
1963,8580.40,531,1.00
1964,10039.80,397,1.00
1965,8684.00,525,1.00
1966,9356.40,456,1.00
1967,9504.10,444,1.00
1968,9222.00,485,1.00
1969,9751.00,425,1.00
1970,8809.40,531,1.00
1971,9701.90,426,1.00
1972,9903.90,406,1.00
1973,9236.60,489,1.00
1974,7105.60,664,1.00
1975,9828.60,434,1.00
1976,9462.40,461,1.00
1977,9497.30,477,1.00
1978,9511.00,450,1.00
1979,8817.70,533,1.00
1980,10190.30,382,1.00
1981,9852.10,429,1.00
1982,10151.10,394,1.00
1983,9541.90,456,1.00
1984,9594.80,447,1.00
1985,10273.70,388,1.00
1986,9985.00,405,1.00
1987,9163.10,474,1.00
1988,8387.21,608,1.00
1989,9604.30,432,1.00
1990,9327.00,470,1.00
1991,9818.70,423,1.00
1992,9632.50,455,1.00
1993,8793.20,513,1.00
1994,9434.10,464,1.00
1995,9715.50,440,1.00
1996,9396.10,464,1.00
1997,10198.40,381,1.00
1998,10339.80,382,1.00
1999,10401.40,361,1.00
