Step,ElapsedMs,BotType,Difficulty
2,17.3298,Rusher,Aggressive
3,10.8179,Rusher,Aggressive
4,13.5352,Rusher,Aggressive
5,13.8185,Rusher,Aggressive
6,13.3639,Rusher,Aggressive
7,13.6901,Rusher,Aggressive
8,13.6109,Rusher,Aggressive
9,13.6872,Rusher,Aggressive
10,13.6984,Rusher,Aggressive
11,13.6546,Rusher,Aggressive
12,13.3978,Rusher,Aggressive
13,13.2281,Rusher,Aggressive
14,13.6113,Rusher,Aggressive
15,13.5744,Rusher,Aggressive
16,13.6452,Rusher,Aggressive
17,13.4637,Rusher,Aggressive
18,13.7139,Rusher,Aggressive
19,13.7282,Rusher,Aggressive
20,13.5368,Rusher,Aggressive
21,13.7777,Rusher,Aggressive
22,9.6860,Rusher,Aggressive
23,13.6324,Rusher,Aggressive
24,13.6124,Rusher,Aggressive
25,13.4261,Rusher,Aggressive
26,13.7251,Rusher,Aggressive
27,13.7140,Rusher,Aggressive
28,13.6521,Rusher,Aggressive
29,13.7191,Rusher,Aggressive
30,13.7362,Rusher,Aggressive
31,13.5916,Rusher,Aggressive
32,13.2536,Rusher,Aggressive
33,13.6541,Rusher,Aggressive
34,13.6242,Rusher,Aggressive
35,13.6287,Rusher,Aggressive
36,13.5353,Rusher,Aggressive
37,13.5248,Rusher,Aggressive
38,13.7790,Rusher,Aggressive
39,13.6350,Rusher,Aggressive
40,13.6512,Rusher,Aggressive
41,13.5594,Rusher,Aggressive
42,13.1449,Rusher,Aggressive
43,13.6794,Rusher,Aggressive
44,13.7562,Rusher,Aggressive
45,13.6440,Rusher,Aggressive
46,13.5819,Rusher,Aggressive
47,14.1298,Rusher,Aggressive
48,13.0557,Rusher,Aggressive
49,13.6272,Rusher,Aggressive
50,13.8672,Rusher,Aggressive
51,13.4952,Rusher,Aggressive
52,13.0462,Rusher,Aggressive
53,13.6706,Rusher,Aggressive
54,13.4523,Rusher,Aggressive
55,13.5064,Rusher,Aggressive
56,13.7177,Rusher,Aggressive
57,13.7076,Rusher,Aggressive
58,13.7052,Rusher,Aggressive
59,13.6188,Rusher,Aggressive
60,13.3043,Rusher,Aggressive
61,13.8996,Rusher,Aggressive
62,12.8501,Rusher,Aggressive
63,13.6671,Rusher,Aggressive
64,13.6929,Rusher,Aggressive
65,13.4876,Rusher,Aggressive
66,13.7361,Rusher,Aggressive
67,13.8019,Rusher,Aggressive
68,13.3085,Rusher,Aggressive
69,13.9511,Rusher,Aggressive
70,13.2025,Rusher,Aggressive
71,12.5687,Rusher,Aggressive
72,13.0957,Rusher,Aggressive
73,13.7701,Rusher,Aggressive
74,13.6229,Rusher,Aggressive
75,13.1187,Rusher,Aggressive
76,13.6477,Rusher,Aggressive
77,13.5684,Rusher,Aggressive
78,13.6237,Rusher,Aggressive
79,13.5947,Rusher,Aggressive
80,13.6064,Rusher,Aggressive
81,13.7534,Rusher,Aggressive
82,13.0254,Rusher,Aggressive
83,13.5507,Rusher,Aggressive
84,13.7576,Rusher,Aggressive
85,13.5563,Rusher,Aggressive
86,13.5460,Rusher,Aggressive
87,13.6343,Rusher,Aggressive
88,13.5929,Rusher,Aggressive
89,13.4967,Rusher,Aggressive
90,13.5905,Rusher,Aggressive
91,13.5200,Rusher,Aggressive
92,13.2984,Rusher,Aggressive
93,13.5935,Rusher,Aggressive
94,13.6994,Rusher,Aggressive
95,13.5266,Rusher,Aggressive
96,13.5720,Rusher,Aggressive
97,13.5271,Rusher,Aggressive
98,13.8227,Rusher,Aggressive
99,13.5737,Rusher,Aggressive
100,13.6767,Rusher,Aggressive
101,13.7666,Rusher,Aggressive
102,13.0543,Rusher,Aggressive
103,13.4830,Rusher,Aggressive
104,13.7477,Rusher,Aggressive
105,13.5349,Rusher,Aggressive
106,13.5235,Rusher,Aggressive
107,13.6643,Rusher,Aggressive
108,13.5942,Rusher,Aggressive
109,13.7558,Rusher,Aggressive
110,13.5439,Rusher,Aggressive
111,13.5560,Rusher,Aggressive
112,13.1398,Rusher,Aggressive
113,13.2906,Rusher,Aggressive
114,13.8281,Rusher,Aggressive
115,13.8166,Rusher,Aggressive
116,13.6356,Rusher,Aggressive
117,13.4840,Rusher,Aggressive
118,13.5348,Rusher,Aggressive
119,12.5928,Rusher,Aggressive
120,13.7604,Rusher,Aggressive
121,13.6780,Rusher,Aggressive
122,13.0417,Rusher,Aggressive
123,13.5615,Rusher,Aggressive
124,13.6351,Rusher,Aggressive
125,13.4624,Rusher,Aggressive
126,13.8031,Rusher,Aggressive
127,13.7983,Rusher,Aggressive
128,13.5779,Rusher,Aggressive
129,13.5708,Rusher,Aggressive
130,13.6642,Rusher,Aggressive
131,13.5792,Rusher,Aggressive
132,13.2461,Rusher,Aggressive
133,13.4450,Rusher,Aggressive
134,13.8550,Rusher,Aggressive
135,13.5909,Rusher,Aggressive
136,13.7100,Rusher,Aggressive
137,13.3405,Rusher,Aggressive
138,13.7688,Rusher,Aggressive
139,13.6515,Rusher,Aggressive
140,13.5945,Rusher,Aggressive
141,13.8182,Rusher,Aggressive
142,13.0159,Rusher,Aggressive
143,12.6458,Rusher,Aggressive
144,13.6079,Rusher,Aggressive
145,13.4424,Rusher,Aggressive
146,13.6680,Rusher,Aggressive
147,13.6346,Rusher,Aggressive
148,13.5552,Rusher,Aggressive
149,13.7357,Rusher,Aggressive
150,13.6575,Rusher,Aggressive
151,13.6352,Rusher,Aggressive
152,13.5044,Rusher,Aggressive
153,13.3225,Rusher,Aggressive
154,13.4012,Rusher,Aggressive
155,13.8982,Rusher,Aggressive
156,13.5315,Rusher,Aggressive
157,13.4585,Rusher,Aggressive
158,13.7163,Rusher,Aggressive
159,13.5683,Rusher,Aggressive
160,13.5082,Rusher,Aggressive
161,13.8298,Rusher,Aggressive
162,12.9208,Rusher,Aggressive
163,13.6663,Rusher,Aggressive
164,13.5118,Rusher,Aggressive
165,13.5905,Rusher,Aggressive
166,13.6800,Rusher,Aggressive
167,13.7827,Rusher,Aggressive
168,13.5885,Rusher,Aggressive
169,13.7460,Rusher,Aggressive
170,13.4652,Rusher,Aggressive
171,13.6407,Rusher,Aggressive
172,13.1773,Rusher,Aggressive
173,13.4875,Rusher,Aggressive
174,13.6408,Rusher,Aggressive
175,13.7062,Rusher,Aggressive
176,13.6793,Rusher,Aggressive
177,13.4848,Rusher,Aggressive
178,13.3270,Rusher,Aggressive
179,13.6796,Rusher,Aggressive
180,13.4118,Rusher,Aggressive
181,13.9103,Rusher,Aggressive
182,12.9949,Rusher,Aggressive
183,13.6009,Rusher,Aggressive
184,13.6573,Rusher,Aggressive
