Step,ElapsedMs,BotType,Difficulty
2,21.1335,Rusher,Aggressive
4,24.9112,Rusher,Aggressive
6,19.7478,Rusher,Aggressive
8,35.8544,Rusher,Aggressive
10,19.0082,Rusher,Aggressive
12,19.3788,Rusher,Aggressive
14,19.4975,Rusher,Aggressive
16,19.2940,Rusher,Aggressive
18,19.0573,Rusher,Aggressive
20,19.1304,Rusher,Aggressive
22,19.1931,Rusher,Aggressive
24,19.4455,Rusher,Aggressive
26,19.0005,Rusher,Aggressive
28,19.0339,Rusher,Aggressive
30,19.2898,Rusher,Aggressive
32,19.0903,Rusher,Aggressive
34,19.1871,Rusher,Aggressive
36,19.1942,Rusher,Aggressive
38,19.2238,Rusher,Aggressive
40,19.0949,Rusher,Aggressive
42,19.4620,Rusher,Aggressive
44,19.2320,Rusher,Aggressive
46,19.4099,Rusher,Aggressive
48,19.0773,Rusher,Aggressive
50,19.4506,Rusher,Aggressive
52,19.4596,Rusher,Aggressive
54,19.0201,Rusher,Aggressive
56,19.6013,Rusher,Aggressive
58,18.9955,Rusher,Aggressive
60,19.4456,Rusher,Aggressive
62,19.1262,Rusher,Aggressive
64,19.2955,Rusher,Aggressive
66,19.4870,Rusher,Aggressive
68,19.2878,Rusher,Aggressive
70,19.5778,Rusher,Aggressive
72,19.0694,Rusher,Aggressive
74,19.2995,Rusher,Aggressive
76,19.2540,Rusher,Aggressive
78,19.1401,Rusher,Aggressive
80,19.6085,Rusher,Aggressive
82,18.8467,Rusher,Aggressive
84,19.4497,Rusher,Aggressive
86,19.2050,Rusher,Aggressive
88,19.2694,Rusher,Aggressive
90,19.6199,Rusher,Aggressive
92,18.9951,Rusher,Aggressive
94,19.4741,Rusher,Aggressive
96,19.2615,Rusher,Aggressive
98,19.2120,Rusher,Aggressive
100,19.5108,Rusher,Aggressive
102,19.0642,Rusher,Aggressive
104,19.0945,Rusher,Aggressive
106,19.2650,Rusher,Aggressive
108,19.1861,Rusher,Aggressive
110,19.2199,Rusher,Aggressive
112,19.4593,Rusher,Aggressive
114,19.1895,Rusher,Aggressive
116,19.1851,Rusher,Aggressive
118,19.0095,Rusher,Aggressive
120,18.8973,Rusher,Aggressive
122,19.1191,Rusher,Aggressive
124,19.1204,Rusher,Aggressive
126,18.9627,Rusher,Aggressive
128,19.0465,Rusher,Aggressive
130,19.3865,Rusher,Aggressive
132,19.0974,Rusher,Aggressive
134,19.2387,Rusher,Aggressive
136,19.3076,Rusher,Aggressive
138,19.3364,Rusher,Aggressive
140,19.1438,Rusher,Aggressive
142,19.4335,Rusher,Aggressive
144,19.1416,Rusher,Aggressive
146,19.1093,Rusher,Aggressive
148,19.2188,Rusher,Aggressive
150,19.2990,Rusher,Aggressive
152,19.2135,Rusher,Aggressive
154,19.4521,Rusher,Aggressive
156,19.1664,Rusher,Aggressive
158,19.3410,Rusher,Aggressive
160,19.3178,Rusher,Aggressive
162,19.0192,Rusher,Aggressive
164,19.3071,Rusher,Aggressive
166,19.4794,Rusher,Aggressive
168,19.2578,Rusher,Aggressive
170,19.2867,Rusher,Aggressive
172,19.3300,Rusher,Aggressive
174,19.2391,Rusher,Aggressive
176,19.3126,Rusher,Aggressive
178,18.9980,Rusher,Aggressive
180,19.3334,Rusher,Aggressive
182,19.4123,Rusher,Aggressive
184,19.3155,Rusher,Aggressive
186,19.1147,Rusher,Aggressive
188,19.1750,Rusher,Aggressive
190,18.9877,Rusher,Aggressive
192,18.9589,Rusher,Aggressive
194,19.0512,Rusher,Aggressive
196,19.0441,Rusher,Aggressive
198,19.2015,Rusher,Aggressive
200,19.0758,Rusher,Aggressive
202,19.1181,Rusher,Aggressive
204,19.2573,Rusher,Aggressive
206,19.1511,Rusher,Aggressive
208,19.1646,Rusher,Aggressive
210,19.0441,Rusher,Aggressive
212,19.1231,Rusher,Aggressive
214,18.9354,Rusher,Aggressive
216,19.0639,Rusher,Aggressive
218,19.2217,Rusher,Aggressive
220,18.9414,Rusher,Aggressive
222,19.0826,Rusher,Aggressive
224,18.9206,Rusher,Aggressive
226,19.2748,Rusher,Aggressive
228,19.1418,Rusher,Aggressive
230,19.1879,Rusher,Aggressive
232,17.4796,Rusher,Aggressive
234,17.6036,Rusher,Aggressive
236,19.2749,Rusher,Aggressive
238,19.3387,Rusher,Aggressive
240,19.1833,Rusher,Aggressive
242,19.2393,Rusher,Aggressive
244,18.5173,Rusher,Aggressive
246,19.2638,Rusher,Aggressive
248,19.2073,Rusher,Aggressive
250,19.0083,Rusher,Aggressive
252,19.0637,Rusher,Aggressive
254,18.9597,Rusher,Aggressive
256,18.2147,Rusher,Aggressive
258,19.0889,Rusher,Aggressive
260,18.9516,Rusher,Aggressive
262,19.0122,Rusher,Aggressive
264,18.9481,Rusher,Aggressive
266,18.9867,Rusher,Aggressive
268,19.0872,Rusher,Aggressive
270,18.8549,Rusher,Aggressive
272,19.0739,Rusher,Aggressive
274,19.1098,Rusher,Aggressive
276,19.0540,Rusher,Aggressive
278,18.7916,Rusher,Aggressive
280,18.8483,Rusher,Aggressive
282,19.0116,Rusher,Aggressive
284,18.9629,Rusher,Aggressive
286,18.7852,Rusher,Aggressive
288,19.1291,Rusher,Aggressive
290,18.9882,Rusher,Aggressive
292,18.8520,Rusher,Aggressive
294,19.0417,Rusher,Aggressive
296,18.8938,Rusher,Aggressive
298,18.9373,Rusher,Aggressive
300,18.9764,Rusher,Aggressive
302,19.1164,Rusher,Aggressive
304,18.9676,Rusher,Aggressive
306,19.0088,Rusher,Aggressive
308,19.1038,Rusher,Aggressive
310,19.0495,Rusher,Aggressive
312,19.1983,Rusher,Aggressive
314,18.7546,Rusher,Aggressive
316,19.1979,Rusher,Aggressive
318,18.8869,Rusher,Aggressive
320,19.0605,Rusher,Aggressive
322,19.0667,Rusher,Aggressive
324,18.7482,Rusher,Aggressive
326,19.1558,Rusher,Aggressive
328,18.8499,Rusher,Aggressive
330,18.8686,Rusher,Aggressive
332,19.1233,Rusher,Aggressive
334,19.0643,Rusher,Aggressive
336,19.0520,Rusher,Aggressive
338,17.2712,Rusher,Aggressive
340,19.0207,Rusher,Aggressive
342,18.9762,Rusher,Aggressive
344,19.1629,Rusher,Aggressive
346,19.1341,Rusher,Aggressive
348,19.4082,Rusher,Aggressive
350,19.0230,Rusher,Aggressive
352,18.9774,Rusher,Aggressive
354,19.2789,Rusher,Aggressive
356,19.1993,Rusher,Aggressive
358,19.0426,Rusher,Aggressive
360,19.0652,Rusher,Aggressive
362,18.9324,Rusher,Aggressive
364,18.8300,Rusher,Aggressive
366,15.8332,Rusher,Aggressive
368,19.1617,Rusher,Aggressive
370,19.0817,Rusher,Aggressive
