Step,ElapsedMs,BotType,Difficulty
2,22.2415,Rusher,Aggressive
2,23.0314,Rusher,Aggressive
3,4.1748,Rusher,Aggressive
3,4.3303,Rusher,Aggressive
4,10.3533,Rusher,Aggressive
4,10.3712,Rusher,Aggressive
5,11.3417,Rusher,Aggressive
5,11.3918,Rusher,Aggressive
6,11.1962,Rusher,Aggressive
6,11.2151,Rusher,Aggressive
7,10.3959,Rusher,Aggressive
7,10.4481,Rusher,Aggressive
8,11.0783,Rusher,Aggressive
8,11.0975,Rusher,Aggressive
9,11.3464,Rusher,Aggressive
9,11.5891,Rusher,Aggressive
10,11.0209,Rusher,Aggressive
10,11.0376,Rusher,Aggressive
11,11.2487,Rusher,Aggressive
11,11.2647,Rusher,Aggressive
12,10.5442,Rusher,Aggressive
12,10.5620,Rusher,Aggressive
13,11.3481,Rusher,Aggressive
13,11.3653,Rusher,Aggressive
14,11.3389,Rusher,Aggressive
14,11.3586,Rusher,Aggressive
15,9.8158,Rusher,Aggressive
15,9.8356,Rusher,Aggressive
16,11.2101,Rusher,Aggressive
16,11.2318,Rusher,Aggressive
17,11.0758,Rusher,Aggressive
17,11.0984,Rusher,Aggressive
18,10.9428,Rusher,Aggressive
18,10.9606,Rusher,Aggressive
19,10.7423,Rusher,Aggressive
19,10.7629,Rusher,Aggressive
20,11.4391,Rusher,Aggressive
20,11.4566,Rusher,Aggressive
21,11.0763,Rusher,Aggressive
21,11.1010,Rusher,Aggressive
22,10.5863,Rusher,Aggressive
22,10.6033,Rusher,Aggressive
23,10.9964,Rusher,Aggressive
23,11.0141,Rusher,Aggressive
24,11.2698,Rusher,Aggressive
24,11.2883,Rusher,Aggressive
25,11.4076,Rusher,Aggressive
25,11.4264,Rusher,Aggressive
26,11.0892,Rusher,Aggressive
26,11.1057,Rusher,Aggressive
27,10.7587,Rusher,Aggressive
27,10.7760,Rusher,Aggressive
28,11.2195,Rusher,Aggressive
28,11.2386,Rusher,Aggressive
29,10.0215,Rusher,Aggressive
29,10.0409,Rusher,Aggressive
30,11.0607,Rusher,Aggressive
30,11.0773,Rusher,Aggressive
31,11.2155,Rusher,Aggressive
31,11.2341,Rusher,Aggressive
32,10.5127,Rusher,Aggressive
32,10.5291,Rusher,Aggressive
33,11.3463,Rusher,Aggressive
33,11.3636,Rusher,Aggressive
34,11.3547,Rusher,Aggressive
34,11.3693,Rusher,Aggressive
35,11.3242,Rusher,Aggressive
35,11.3416,Rusher,Aggressive
36,11.2626,Rusher,Aggressive
36,11.2786,Rusher,Aggressive
37,10.8714,Rusher,Aggressive
37,10.8948,Rusher,Aggressive
38,10.6691,Rusher,Aggressive
38,10.6874,Rusher,Aggressive
39,11.1518,Rusher,Aggressive
39,11.1705,Rusher,Aggressive
40,11.0372,Rusher,Aggressive
40,11.0526,Rusher,Aggressive
41,11.4096,Rusher,Aggressive
41,11.4267,Rusher,Aggressive
42,10.8376,Rusher,Aggressive
42,10.8557,Rusher,Aggressive
