Step,ElapsedMs,BotType,Difficulty
2,953.2604,Rusher,Aggressive
3,9.6794,Rusher,Aggressive
4,8.5093,Rusher,Aggressive
5,13.1329,Rusher,Aggressive
6,13.3325,Rusher,Aggressive
7,30.3609,Rusher,Aggressive
8,28.8886,Rusher,Aggressive
9,30.0093,Rusher,Aggressive
10,14.2666,Rusher,Aggressive
11,12.3926,Rusher,Aggressive
12,11.8586,Rusher,Aggressive
13,12.9970,Rusher,Aggressive
14,13.1728,Rusher,Aggressive
15,12.3899,Rusher,Aggressive
16,13.3665,Rusher,Aggressive
17,13.1520,Rusher,Aggressive
18,13.3073,Rusher,Aggressive
19,13.5561,Rusher,Aggressive
20,12.9016,Rusher,Aggressive
21,13.6424,Rusher,Aggressive
22,12.2158,Rusher,Aggressive
23,13.2012,Rusher,Aggressive
24,13.4223,Rusher,Aggressive
25,13.4331,Rusher,Aggressive
26,13.2462,Rusher,Aggressive
27,13.6288,Rusher,Aggressive
28,13.4767,Rusher,Aggressive
29,13.3790,Rusher,Aggressive
30,13.2882,Rusher,Aggressive
31,12.5939,Rusher,Aggressive
32,13.0606,Rusher,Aggressive
33,13.5740,Rusher,Aggressive
34,13.2146,Rusher,Aggressive
35,13.4855,Rusher,Aggressive
36,13.6950,Rusher,Aggressive
37,13.6828,Rusher,Aggressive
38,13.1718,Rusher,Aggressive
39,13.4564,Rusher,Aggressive
40,12.5781,Rusher,Aggressive
41,13.2290,Rusher,Aggressive
42,13.0460,Rusher,Aggressive
43,13.4850,Rusher,Aggressive
44,13.5122,Rusher,Aggressive
45,13.5463,Rusher,Aggressive
46,13.4300,Rusher,Aggressive
47,13.6253,Rusher,Aggressive
48,13.4160,Rusher,Aggressive
49,13.3840,Rusher,Aggressive
50,13.7499,Rusher,Aggressive
51,13.6419,Rusher,Aggressive
52,13.1007,Rusher,Aggressive
53,12.7055,Rusher,Aggressive
54,12.5636,Rusher,Aggressive
55,13.6513,Rusher,Aggressive
56,12.5468,Rusher,Aggressive
57,13.5461,Rusher,Aggressive
58,13.1069,Rusher,Aggressive
59,13.9509,Rusher,Aggressive
60,13.2893,Rusher,Aggressive
61,12.6986,Rusher,Aggressive
62,12.6129,Rusher,Aggressive
63,13.5849,Rusher,Aggressive
64,13.0194,Rusher,Aggressive
65,12.8058,Rusher,Aggressive
66,13.2755,Rusher,Aggressive
67,13.3114,Rusher,Aggressive
68,13.1143,Rusher,Aggressive
69,13.4707,Rusher,Aggressive
70,13.0155,Rusher,Aggressive
71,13.4535,Rusher,Aggressive
72,11.7750,Rusher,Aggressive
73,13.0789,Rusher,Aggressive
74,13.4714,Rusher,Aggressive
75,13.3654,Rusher,Aggressive
76,12.8209,Rusher,Aggressive
77,12.6081,Rusher,Aggressive
78,13.1957,Rusher,Aggressive
79,12.3488,Rusher,Aggressive
80,13.4268,Rusher,Aggressive
81,13.5978,Rusher,Aggressive
82,12.9227,Rusher,Aggressive
83,12.5362,Rusher,Aggressive
84,13.5732,Rusher,Aggressive
85,12.4335,Rusher,Aggressive
86,13.7104,Rusher,Aggressive
87,13.1648,Rusher,Aggressive
88,13.6513,Rusher,Aggressive
89,13.3024,Rusher,Aggressive
90,13.4709,Rusher,Aggressive
91,12.4824,Rusher,Aggressive
92,13.0939,Rusher,Aggressive
93,13.5968,Rusher,Aggressive
94,12.3808,Rusher,Aggressive
95,12.5659,Rusher,Aggressive
96,13.5489,Rusher,Aggressive
97,12.8800,Rusher,Aggressive
98,13.2604,Rusher,Aggressive
99,13.5941,Rusher,Aggressive
100,13.4133,Rusher,Aggressive
101,13.6388,Rusher,Aggressive
102,12.4326,Rusher,Aggressive
103,13.4384,Rusher,Aggressive
104,12.9886,Rusher,Aggressive
105,13.4840,Rusher,Aggressive
106,12.5047,Rusher,Aggressive
107,13.5751,Rusher,Aggressive
108,12.6880,Rusher,Aggressive
109,13.5905,Rusher,Aggressive
110,13.4069,Rusher,Aggressive
111,12.6803,Rusher,Aggressive
112,12.9750,Rusher,Aggressive
113,13.5332,Rusher,Aggressive
114,13.4903,Rusher,Aggressive
115,13.5872,Rusher,Aggressive
116,12.3822,Rusher,Aggressive
117,13.3570,Rusher,Aggressive
118,12.5746,Rusher,Aggressive
119,12.8494,Rusher,Aggressive
120,13.3608,Rusher,Aggressive
121,13.6661,Rusher,Aggressive
122,12.8019,Rusher,Aggressive
123,13.4303,Rusher,Aggressive
124,13.5517,Rusher,Aggressive
125,13.5029,Rusher,Aggressive
126,13.4584,Rusher,Aggressive
127,13.5387,Rusher,Aggressive
128,13.3166,Rusher,Aggressive
129,13.2486,Rusher,Aggressive
130,13.6443,Rusher,Aggressive
131,13.4154,Rusher,Aggressive
132,12.7777,Rusher,Aggressive
133,13.7437,Rusher,Aggressive
134,11.9892,Rusher,Aggressive
135,13.5684,Rusher,Aggressive
136,13.5074,Rusher,Aggressive
137,13.5237,Rusher,Aggressive
138,13.5397,Rusher,Aggressive
139,13.5093,Rusher,Aggressive
140,13.4447,Rusher,Aggressive
141,13.4100,Rusher,Aggressive
142,13.0327,Rusher,Aggressive
143,13.8599,Rusher,Aggressive
144,13.1726,Rusher,Aggressive
145,13.5928,Rusher,Aggressive
146,13.7557,Rusher,Aggressive
147,13.6461,Rusher,Aggressive
148,11.2795,Rusher,Aggressive
149,13.5060,Rusher,Aggressive
150,13.6992,Rusher,Aggressive
151,13.4613,Rusher,Aggressive
152,13.0902,Rusher,Aggressive
153,13.7974,Rusher,Aggressive
154,13.3833,Rusher,Aggressive
155,13.6877,Rusher,Aggressive
156,13.6148,Rusher,Aggressive
157,13.6204,Rusher,Aggressive
158,13.8092,Rusher,Aggressive
159,12.4887,Rusher,Aggressive
160,13.5945,Rusher,Aggressive
161,13.6202,Rusher,Aggressive
162,12.9921,Rusher,Aggressive
163,13.6788,Rusher,Aggressive
164,13.4835,Rusher,Aggressive
165,13.4891,Rusher,Aggressive
166,13.5339,Rusher,Aggressive
167,13.9934,Rusher,Aggressive
168,11.8404,Rusher,Aggressive
169,13.6233,Rusher,Aggressive
170,13.6992,Rusher,Aggressive
171,12.5532,Rusher,Aggressive
172,12.0310,Rusher,Aggressive
173,12.4746,Rusher,Aggressive
174,12.4455,Rusher,Aggressive
175,13.1298,Rusher,Aggressive
176,13.2857,Rusher,Aggressive
177,13.4336,Rusher,Aggressive
178,13.5710,Rusher,Aggressive
179,12.6968,Rusher,Aggressive
180,13.3492,Rusher,Aggressive
181,12.2257,Rusher,Aggressive
182,13.2032,Rusher,Aggressive
183,12.5747,Rusher,Aggressive
184,13.6155,Rusher,Aggressive
185,13.3927,Rusher,Aggressive
186,13.5378,Rusher,Aggressive
187,13.6445,Rusher,Aggressive
188,13.5074,Rusher,Aggressive
189,13.6185,Rusher,Aggressive
190,13.7604,Rusher,Aggressive
191,13.4243,Rusher,Aggressive
192,13.1293,Rusher,Aggressive
193,13.4279,Rusher,Aggressive
194,13.7155,Rusher,Aggressive
195,13.6292,Rusher,Aggressive
196,13.5515,Rusher,Aggressive
197,13.7486,Rusher,Aggressive
198,13.6987,Rusher,Aggressive
199,13.6760,Rusher,Aggressive
200,13.6284,Rusher,Aggressive
201,13.5727,Rusher,Aggressive
202,12.6216,Rusher,Aggressive
203,11.1220,Rusher,Aggressive
204,13.5174,Rusher,Aggressive
205,13.5527,Rusher,Aggressive
206,13.5606,Rusher,Aggressive
207,13.5584,Rusher,Aggressive
208,13.4766,Rusher,Aggressive
209,13.6389,Rusher,Aggressive
210,14.0644,Rusher,Aggressive
211,13.2311,Rusher,Aggressive
212,13.0823,Rusher,Aggressive
213,13.5659,Rusher,Aggressive
214,13.8270,Rusher,Aggressive
215,13.1295,Rusher,Aggressive
216,13.4690,Rusher,Aggressive
217,13.5942,Rusher,Aggressive
218,13.4255,Rusher,Aggressive
219,13.7273,Rusher,Aggressive
220,13.3989,Rusher,Aggressive
221,13.4770,Rusher,Aggressive
222,12.8623,Rusher,Aggressive
223,13.6274,Rusher,Aggressive
224,13.4735,Rusher,Aggressive
225,13.4601,Rusher,Aggressive
226,13.7902,Rusher,Aggressive
227,13.3476,Rusher,Aggressive
228,13.5932,Rusher,Aggressive
229,12.6750,Rusher,Aggressive
230,13.5827,Rusher,Aggressive
231,13.4742,Rusher,Aggressive
232,13.2623,Rusher,Aggressive
233,12.3463,Rusher,Aggressive
234,13.4648,Rusher,Aggressive
235,13.6645,Rusher,Aggressive
236,13.5548,Rusher,Aggressive
237,13.5404,Rusher,Aggressive
238,13.6749,Rusher,Aggressive
239,13.5830,Rusher,Aggressive
240,13.3508,Rusher,Aggressive
241,13.7241,Rusher,Aggressive
242,13.0755,Rusher,Aggressive
243,13.5828,Rusher,Aggressive
244,13.8826,Rusher,Aggressive
245,13.4091,Rusher,Aggressive
246,13.8874,Rusher,Aggressive
247,13.7543,Rusher,Aggressive
248,13.7836,Rusher,Aggressive
249,13.3817,Rusher,Aggressive
250,13.4734,Rusher,Aggressive
251,13.3945,Rusher,Aggressive
252,13.3197,Rusher,Aggressive
253,13.6311,Rusher,Aggressive
254,13.6334,Rusher,Aggressive
