GenID,Fitness,WorkerLim,SoldierLim,AttackThres,DefRatio,BarrackCount,EcoBias,FarmT,WoodT,StoneT,HouseBuf,TowerPos,BaseDef,SaveThres,Bloodlust
0,740690.00,28.92,7.31,37.78,37.09,14.25,4.54,21.08,28.32,31.94,8.00,5.36,7.23,35.40,32.78
1,753330.00,0.00,12.93,40.00,22.24,15.51,34.22,26.55,31.21,19.60,20.56,10.63,18.21,23.36,33.88
2,753330.00,0.00,12.93,40.00,22.24,15.51,34.22,26.55,31.21,19.60,20.56,10.63,18.21,23.36,33.88
3,777970.00,19.28,27.12,13.48,24.47,40.00,40.00,35.74,26.49,0.49,5.70,38.09,21.13,19.43,20.17
4,866330.00,30.12,30.64,11.46,28.51,15.21,1.07,19.33,40.00,40.00,11.25,13.25,11.76,14.93,19.38
5,866330.00,30.12,30.64,11.46,28.51,15.21,1.07,19.33,40.00,40.00,11.25,13.25,11.76,14.93,19.38
6,866330.00,30.12,30.64,11.46,28.51,15.21,1.07,19.33,40.00,40.00,11.25,13.25,11.76,14.93,19.38
7,869170.00,11.28,4.14,0.01,31.20,21.79,36.50,21.99,39.82,37.74,5.20,34.97,15.64,40.00,40.00
8,869170.00,11.28,4.14,0.01,31.20,21.79,36.50,21.99,39.82,37.74,5.20,34.97,15.64,40.00,40.00
9,869170.00,11.28,4.14,0.01,31.20,21.79,36.50,21.99,39.82,37.74,5.20,34.97,15.64,40.00,40.00
10,891610.00,18.32,29.82,26.53,40.00,0.00,40.00,40.00,40.00,0.00,10.30,39.12,33.40,40.00,1.49
11,943990.00,2.51,40.00,24.64,40.00,0.00,40.00,40.00,40.00,0.00,17.25,38.48,38.89,40.00,0.00
12,943990.00,2.51,40.00,24.64,40.00,0.00,40.00,40.00,40.00,0.00,17.25,38.48,38.89,40.00,0.00
13,943990.00,2.51,40.00,24.64,40.00,0.00,40.00,40.00,40.00,0.00,17.25,38.48,38.89,40.00,0.00
14,943990.00,2.51,40.00,24.64,40.00,0.00,40.00,40.00,40.00,0.00,17.25,38.48,38.89,40.00,0.00
15,943990.00,2.51,40.00,24.64,40.00,0.00,40.00,40.00,40.00,0.00,17.25,38.48,38.89,40.00,0.00
16,943990.00,2.51,40.00,24.64,40.00,0.00,40.00,40.00,40.00,0.00,17.25,38.48,38.89,40.00,0.00
17,943990.00,2.51,40.00,24.64,40.00,0.00,40.00,40.00,40.00,0.00,17.25,38.48,38.89,40.00,0.00
18,943990.00,2.51,40.00,24.64,40.00,0.00,40.00,40.00,40.00,0.00,17.25,38.48,38.89,40.00,0.00
19,943990.00,2.51,40.00,24.64,40.00,0.00,40.00,40.00,40.00,0.00,17.25,38.48,38.89,40.00,0.00
20,943990.00,2.51,40.00,24.64,40.00,0.00,40.00,40.00,40.00,0.00,17.25,38.48,38.89,40.00,0.00
21,981710.00,15.39,16.01,23.76,35.40,9.07,32.53,40.00,35.65,0.00,22.99,40.00,23.24,11.38,3.60
22,981710.00,15.39,16.01,23.76,35.40,9.07,32.53,40.00,35.65,0.00,22.99,40.00,23.24,11.38,3.60
23,981710.00,15.39,16.01,23.76,35.40,9.07,32.53,40.00,35.65,0.00,22.99,40.00,23.24,11.38,3.60
24,981710.00,15.39,16.01,23.76,35.40,9.07,32.53,40.00,35.65,0.00,22.99,40.00,23.24,11.38,3.60
25,981710.00,15.39,16.01,23.76,35.40,9.07,32.53,40.00,35.65,0.00,22.99,40.00,23.24,11.38,3.60
26,981710.00,15.39,16.01,23.76,35.40,9.07,32.53,40.00,35.65,0.00,22.99,40.00,23.24,11.38,3.60
27,981710.00,15.39,16.01,23.76,35.40,9.07,32.53,40.00,35.65,0.00,22.99,40.00,23.24,11.38,3.60
28,981710.00,15.39,16.01,23.76,35.40,9.07,32.53,40.00,35.65,0.00,22.99,40.00,23.24,11.38,3.60
29,981710.00,15.39,16.01,23.76,35.40,9.07,32.53,40.00,35.65,0.00,22.99,40.00,23.24,11.38,3.60
30,981710.00,15.39,16.01,23.76,35.40,9.07,32.53,40.00,35.65,0.00,22.99,40.00,23.24,11.38,3.60
31,981710.00,15.39,16.01,23.76,35.40,9.07,32.53,40.00,35.65,0.00,22.99,40.00,23.24,11.38,3.60
32,981710.00,15.39,16.01,23.76,35.40,9.07,32.53,40.00,35.65,0.00,22.99,40.00,23.24,11.38,3.60
33,1004930.00,18.39,40.00,28.50,23.24,3.35,40.00,38.39,40.00,0.00,10.84,22.51,25.77,27.34,0.00
34,1004930.00,18.39,40.00,28.50,23.24,3.35,40.00,38.39,40.00,0.00,10.84,22.51,25.77,27.34,0.00
35,1004930.00,18.39,40.00,28.50,23.24,3.35,40.00,38.39,40.00,0.00,10.84,22.51,25.77,27.34,0.00
36,1004930.00,18.39,40.00,28.50,23.24,3.35,40.00,38.39,40.00,0.00,10.84,22.51,25.77,27.34,0.00
37,1043790.00,0.00,1.86,40.00,14.41,20.74,40.00,40.00,40.00,0.00,33.24,40.00,40.00,8.88,0.00
38,1043790.00,0.00,1.86,40.00,14.41,20.74,40.00,40.00,40.00,0.00,33.24,40.00,40.00,8.88,0.00
39,1043790.00,0.00,1.86,40.00,14.41,20.74,40.00,40.00,40.00,0.00,33.24,40.00,40.00,8.88,0.00
40,1043790.00,0.00,1.86,40.00,14.41,20.74,40.00,40.00,40.00,0.00,33.24,40.00,40.00,8.88,0.00
41,1043790.00,0.00,1.86,40.00,14.41,20.74,40.00,40.00,40.00,0.00,33.24,40.00,40.00,8.88,0.00
42,1043790.00,0.00,1.86,40.00,14.41,20.74,40.00,40.00,40.00,0.00,33.24,40.00,40.00,8.88,0.00
43,1043790.00,0.00,1.86,40.00,14.41,20.74,40.00,40.00,40.00,0.00,33.24,40.00,40.00,8.88,0.00
44,1043790.00,0.00,1.86,40.00,14.41,20.74,40.00,40.00,40.00,0.00,33.24,40.00,40.00,8.88,0.00
45,1043790.00,0.00,1.86,40.00,14.41,20.74,40.00,40.00,40.00,0.00,33.24,40.00,40.00,8.88,0.00
46,1043790.00,0.00,1.86,40.00,14.41,20.74,40.00,40.00,40.00,0.00,33.24,40.00,40.00,8.88,0.00
47,1043790.00,0.00,1.86,40.00,14.41,20.74,40.00,40.00,40.00,0.00,33.24,40.00,40.00,8.88,0.00
48,1043790.00,0.00,1.86,40.00,14.41,20.74,40.00,40.00,40.00,0.00,33.24,40.00,40.00,8.88,0.00
