GenID,BestFitness,AvgFitness,WinRate,TimeTaken,AvgWood,AvgMeat,AvgStone,AvgSoldiers,AvgWorkers
0,52230.00,34458.67,0.10,0.34,601.00,0.00,0.00,3.00,1.00
1,53050.00,31433.33,0.10,0.38,672.00,0.00,0.00,4.00,1.00
2,53050.00,38671.33,0.10,0.37,754.00,0.00,0.00,2.00,1.00
3,53050.00,41556.00,0.07,0.33,819.00,0.00,0.00,1.00,1.00
4,53050.00,49178.00,0.07,0.37,861.00,0.00,0.00,0.00,1.00
5,53050.00,48654.67,0.03,0.33,535.00,0.00,0.00,2.00,1.00
6,53390.00,48913.33,0.03,0.37,786.00,0.00,0.00,1.00,1.00
7,54230.00,48618.67,0.10,0.38,896.00,0.00,0.00,1.00,1.00
8,54230.00,49505.33,0.00,0.33,653.00,0.00,0.00,1.00,1.00
9,54230.00,49070.00,0.07,0.38,657.00,0.00,0.00,1.00,1.00
10,54230.00,49218.67,0.07,0.35,722.00,0.00,0.00,1.00,1.00
11,54230.00,47214.67,0.07,0.35,749.00,0.00,0.00,2.00,1.00
12,54230.00,47600.67,0.00,0.39,586.00,0.00,0.00,2.00,1.00
13,54230.00,48432.00,0.10,0.33,713.00,0.00,0.00,1.00,1.00
14,54230.00,47867.33,0.10,0.37,585.00,0.00,0.00,2.00,1.00
15,54230.00,47893.33,0.03,0.34,674.00,0.00,0.00,2.00,1.00
16,55990.00,48884.67,0.07,0.36,635.00,0.00,0.00,2.00,1.00
17,55990.00,47962.00,0.00,0.38,744.00,0.00,0.00,1.00,1.00
18,55990.00,48486.67,0.03,0.33,884.00,0.00,0.00,1.00,1.00
19,55990.00,49161.33,0.03,0.38,1066.00,0.00,0.00,1.00,1.00
20,55990.00,47612.67,0.07,0.33,759.00,0.00,0.00,2.00,1.00
21,55990.00,48476.00,0.17,0.35,847.00,0.00,0.00,1.00,1.00
22,55990.00,47657.33,0.03,0.37,651.00,0.00,0.00,1.00,1.00
23,55990.00,47657.33,0.07,0.34,767.00,0.00,0.00,1.00,1.00
24,55990.00,48698.00,0.07,0.55,1054.00,0.00,0.00,1.00,1.00
25,55990.00,48425.33,0.13,0.34,895.00,0.00,0.00,2.00,1.00
26,55990.00,47891.33,0.13,0.37,762.00,0.00,0.00,1.00,1.00
27,55990.00,49330.00,0.13,0.38,798.00,0.00,0.00,1.00,1.00
28,55990.00,48166.00,0.07,0.33,756.00,0.00,0.00,1.00,1.00
29,55990.00,47453.33,0.13,0.39,625.00,0.00,0.00,2.00,1.00
30,55990.00,48650.00,0.03,0.33,718.00,0.00,0.00,1.00,1.00
31,55990.00,47861.33,0.03,0.38,652.00,0.00,0.00,1.00,1.00
32,55990.00,48506.00,0.20,0.38,638.00,0.00,0.00,3.00,1.00
33,55990.00,46662.67,0.17,0.33,594.00,0.00,0.00,2.00,1.00
34,55990.00,46913.33,0.13,0.37,679.00,0.00,0.00,1.00,1.00
35,55990.00,48008.00,0.03,0.34,754.00,0.00,0.00,1.00,1.00
36,55990.00,47092.67,0.07,0.38,456.00,0.00,0.00,2.00,1.00
37,55990.00,46918.00,0.07,0.39,676.00,0.00,0.00,2.00,1.00
38,55990.00,46191.33,0.20,0.32,564.00,0.00,0.00,2.00,1.00
39,55990.00,47296.67,0.00,0.38,609.00,0.00,0.00,2.00,1.00
40,55990.00,47610.00,0.07,0.33,477.00,0.00,0.00,2.00,1.00
41,55990.00,49710.00,0.10,0.37,705.00,0.00,0.00,1.00,1.00
42,55990.00,45161.33,0.30,0.37,351.00,0.00,0.00,3.00,1.00
43,55990.00,48694.67,0.07,0.33,751.00,0.00,0.00,1.00,1.00
44,55990.00,47268.67,0.03,0.37,764.00,0.00,0.00,2.00,1.00
45,55990.00,48542.00,0.03,0.33,860.00,0.00,0.00,1.00,1.00
46,55990.00,48738.67,0.00,0.38,833.00,0.00,0.00,1.00,1.00
47,55990.00,48550.00,0.10,0.38,637.00,0.00,0.00,1.00,1.00
48,55990.00,48220.67,0.07,0.33,812.00,0.00,0.00,2.00,1.00
49,55990.00,46560.00,0.17,0.38,738.00,0.00,0.00,2.00,1.00
50,55990.00,47790.67,0.10,0.33,772.00,0.00,0.00,2.00,1.00
51,55990.00,47074.67,0.10,0.39,577.00,0.00,0.00,2.00,1.00
52,55990.00,48732.67,0.10,0.38,903.00,0.00,0.00,1.00,1.00
53,55990.00,49254.67,0.10,0.33,592.00,0.00,0.00,1.00,1.00
54,55990.00,48462.00,0.07,0.38,733.00,0.00,0.00,1.00,1.00
55,55990.00,46815.33,0.13,0.34,557.00,0.00,0.00,2.00,1.00
56,55990.00,49703.33,0.13,0.37,576.00,0.00,0.00,2.00,1.00
57,55990.00,48456.00,0.13,0.38,813.00,0.00,0.00,2.00,1.00
58,55990.00,47043.33,0.20,0.51,443.00,0.00,0.00,2.00,1.00
59,55990.00,48526.00,0.03,0.38,820.00,0.00,0.00,2.00,1.00
60,55990.00,48736.67,0.13,0.34,614.00,0.00,0.00,2.00,1.00
61,55990.00,49578.67,0.00,0.38,809.00,0.00,0.00,1.00,1.00
62,55990.00,47880.00,0.07,0.33,830.00,0.00,0.00,1.00,1.00
63,55990.00,49256.00,0.07,0.37,851.00,0.00,0.00,1.00,1.00
64,55990.00,49370.67,0.07,0.37,933.00,0.00,0.00,1.00,1.00
65,55990.00,48682.67,0.10,0.33,868.00,0.00,0.00,1.00,1.00
66,55990.00,49122.67,0.20,0.37,681.00,0.00,0.00,1.00,1.00
67,55990.00,50009.33,0.03,0.34,771.00,0.00,0.00,1.00,1.00
68,55990.00,48080.67,0.07,0.37,662.00,0.00,0.00,2.00,1.00
69,55990.00,47954.00,0.03,0.40,669.00,0.00,0.00,1.00,1.00
70,55990.00,49043.33,0.00,0.34,770.00,0.00,0.00,1.00,1.00
71,55990.00,48124.67,0.23,0.37,827.00,0.00,0.00,2.00,1.00
72,55990.00,47302.67,0.13,0.34,553.00,0.00,0.00,2.00,1.00
73,55990.00,47958.00,0.03,0.35,817.00,0.00,0.00,1.00,1.00
74,55990.00,49138.67,0.07,0.38,735.00,0.00,0.00,1.00,1.00
75,55990.00,49820.67,0.03,0.34,723.00,0.00,0.00,1.00,1.00
76,55990.00,48557.33,0.20,0.36,740.00,0.00,0.00,1.00,1.00
77,55990.00,48002.67,0.07,0.34,938.00,0.00,0.00,2.00,1.00
78,55990.00,47828.67,0.17,0.36,631.00,0.00,0.00,2.00,1.00
79,55990.00,47904.67,0.13,0.38,585.00,0.00,0.00,2.00,1.00
80,55990.00,47249.33,0.23,0.33,674.00,0.00,0.00,2.00,1.00
81,55990.00,48106.00,0.23,0.37,578.00,0.00,0.00,2.00,1.00
82,55990.00,47302.67,0.17,0.34,845.00,0.00,0.00,1.00,1.00
83,55990.00,47627.33,0.07,0.37,828.00,0.00,0.00,1.00,1.00
84,55990.00,49494.00,0.07,0.38,677.00,0.00,0.00,2.00,1.00
85,55990.00,48237.33,0.00,0.34,708.00,0.00,0.00,1.00,1.00
86,55990.00,49409.33,0.17,0.38,838.00,0.00,0.00,2.00,1.00
87,55990.00,50344.00,0.03,0.34,937.00,0.00,0.00,0.00,1.00
88,55990.00,48241.33,0.07,0.38,671.00,0.00,0.00,2.00,1.00
89,55990.00,47184.67,0.07,0.39,671.00,0.00,0.00,2.00,1.00
90,55990.00,48467.33,0.00,0.34,832.00,0.00,0.00,1.00,1.00
91,55990.00,47735.33,0.07,0.54,586.00,0.00,0.00,2.00,1.00
92,55990.00,48575.33,0.20,0.33,475.00,0.00,0.00,2.00,1.00
93,55990.00,48451.33,0.07,0.37,836.00,0.00,0.00,2.00,1.00
94,55990.00,49135.33,0.07,0.34,672.00,0.00,0.00,1.00,1.00
95,55990.00,48047.33,0.17,0.37,924.00,0.00,0.00,2.00,1.00
96,55990.00,45280.67,0.23,0.36,847.00,0.00,0.00,2.00,1.00
97,55990.00,47393.33,0.23,0.33,728.00,0.00,0.00,2.00,1.00
98,55990.00,50581.33,0.17,0.37,763.00,0.00,0.00,1.00,1.00
99,55990.00,46542.00,0.20,0.35,642.00,0.00,0.00,2.00,1.00
