GenID,BestFitness,AvgFitness,WinRate,TimeTaken,AvgWood,AvgMeat,AvgStone,AvgSoldiers,AvgWorkers
0,813130.00,495263.30,0.20,0.89,140429.00,0.00,0.00,5.00,1.00
1,980330.00,785974.70,0.00,0.86,258100.00,0.00,0.00,3.00,1.00
2,980330.00,851653.30,0.03,0.84,282632.00,0.00,0.00,0.00,1.00
3,980330.00,874746.00,0.03,0.81,292762.00,0.00,0.00,0.00,1.00
4,980330.00,890978.00,0.03,0.85,301597.00,0.00,0.00,0.00,1.00
5,980330.00,896945.30,0.00,5.33,306766.00,0.00,0.00,1.00,1.00
6,980330.00,893798.70,0.00,9.89,306669.00,0.00,0.00,0.00,1.00
7,982630.00,889413.30,0.00,0.85,305011.00,0.00,0.00,0.00,1.00
8,989010.00,899139.30,0.00,0.81,307521.00,0.00,0.00,0.00,1.00
9,1017990.00,887580.70,0.00,0.86,306469.00,0.00,0.00,0.00,1.00
10,1017990.00,900234.70,0.00,2.42,308838.00,0.00,0.00,0.00,1.00
11,1017990.00,898462.00,0.07,14.10,307246.00,0.00,0.00,0.00,1.00
12,1017990.00,869693.30,0.00,0.82,304961.00,0.00,0.00,0.00,1.00
13,1017990.00,889606.70,0.03,0.95,305537.00,0.00,0.00,0.00,1.00
14,1017990.00,904326.70,0.00,1.11,308912.00,0.00,0.00,0.00,1.00
15,1017990.00,888859.30,0.00,0.85,307218.00,0.00,0.00,0.00,1.00
16,1017990.00,884710.00,0.00,0.86,305934.00,0.00,0.00,0.00,1.00
17,1017990.00,878730.70,0.03,0.86,305182.00,0.00,0.00,0.00,1.00
18,1017990.00,858943.30,0.03,0.87,300433.00,0.00,0.00,0.00,1.00
19,1017990.00,883342.70,0.03,16.45,306535.00,0.00,0.00,0.00,1.00
20,1017990.00,881497.30,0.00,0.85,305240.00,0.00,0.00,0.00,1.00
21,1017990.00,901288.00,0.00,0.88,308187.00,0.00,0.00,0.00,1.00
22,1017990.00,874321.30,0.00,1.02,305136.00,0.00,0.00,0.00,1.00
23,1017990.00,896663.30,0.00,0.86,308965.00,0.00,0.00,0.00,1.00
24,1017990.00,865110.70,0.00,26.59,301976.00,0.00,0.00,0.00,1.00
25,1017990.00,879216.70,0.00,0.78,305022.00,0.00,0.00,0.00,1.00
26,1017990.00,898292.70,0.00,27.61,307895.00,0.00,0.00,0.00,1.00
27,1017990.00,874347.30,0.00,12.54,303937.00,0.00,0.00,0.00,1.00
28,1017990.00,884343.30,0.00,0.86,305536.00,0.00,0.00,0.00,1.00
29,1017990.00,895395.30,0.00,15.12,306425.00,0.00,0.00,0.00,1.00
30,1017990.00,899416.00,0.00,0.85,308659.00,0.00,0.00,0.00,1.00
31,1017990.00,880930.00,0.00,6.62,305260.00,0.00,0.00,0.00,1.00
32,1017990.00,892356.00,0.03,0.85,306879.00,0.00,0.00,1.00,1.00
33,1017990.00,870887.30,0.00,0.87,304708.00,0.00,0.00,0.00,1.00
34,1017990.00,897018.70,0.03,16.02,308282.00,0.00,0.00,1.00,1.00
35,1017990.00,875999.30,0.03,0.86,303653.00,0.00,0.00,0.00,1.00
36,1017990.00,902715.30,0.00,0.86,308639.00,0.00,0.00,0.00,1.00
37,1017990.00,901327.30,0.00,0.87,307703.00,0.00,0.00,0.00,1.00
38,1017990.00,873891.30,0.03,1.14,304424.00,0.00,0.00,1.00,1.00
39,1017990.00,871388.00,0.00,0.87,305418.00,0.00,0.00,0.00,1.00
40,1017990.00,882916.00,0.00,4.51,306094.00,0.00,0.00,0.00,1.00
41,1017990.00,898800.00,0.00,30.91,307629.00,0.00,0.00,0.00,1.00
42,1017990.00,896894.70,0.00,0.75,307201.00,0.00,0.00,0.00,1.00
43,1017990.00,861595.30,0.00,1.03,303158.00,0.00,0.00,0.00,1.00
44,1017990.00,882706.70,0.03,4.29,306331.00,0.00,0.00,0.00,1.00
45,1017990.00,899442.70,0.03,0.87,309048.00,0.00,0.00,0.00,1.00
46,1017990.00,896731.30,0.03,0.88,307487.00,0.00,0.00,0.00,1.00
47,1017990.00,896328.70,0.00,0.87,306843.00,0.00,0.00,0.00,1.00
48,1017990.00,904705.30,0.00,0.87,309179.00,0.00,0.00,0.00,1.00
49,1017990.00,890249.30,0.03,13.43,306134.00,0.00,0.00,0.00,1.00
