GenID,BestFitness,AvgFitness,WinRate,TimeTaken,AvgWood,AvgMeat,AvgStone,AvgSoldiers,AvgWorkers
0,239850.00,128176.00,0.40,0.25,157.00,0.00,0.00,7.00,1.00
1,248550.00,233376.00,0.00,0.40,29.00,0.00,0.00,7.00,1.00
2,249330.00,236016.00,0.00,0.40,50.00,0.00,0.00,7.00,1.00
3,250990.00,204078.00,0.20,0.48,57.00,0.00,0.00,6.00,1.00
4,250990.00,239134.00,0.00,0.61,58.00,0.00,0.00,6.00,1.00
5,271030.00,242642.00,0.00,0.47,649.00,0.00,0.00,6.00,1.00
6,271030.00,247038.00,0.00,0.41,824.00,0.00,0.00,6.00,1.00
7,271030.00,234982.00,0.10,0.37,1390.00,0.00,0.00,6.00,1.00
8,271030.00,235468.00,0.10,0.38,312.00,0.00,0.00,6.00,1.00
9,271430.00,225046.00,0.10,0.36,844.00,0.00,0.00,6.00,1.00
