GenID,Fitness,WorkerLim,SoldierLim,AttackThres,DefRatio,BarrackCount,EcoBias,FarmT,WoodT,StoneT,HouseBuf,TowerPos,BaseDef,SaveThres,Bloodlust
0,248010.00,9.95,31.46,28.61,21.22,29.49,27.87,23.59,35.35,34.19,39.25,15.50,0.49,32.38,17.22
1,248010.00,9.95,31.46,28.61,21.22,29.49,27.87,23.59,35.35,34.19,39.25,15.50,0.49,32.38,17.22
2,259010.00,31.14,4.98,25.97,12.06,40.00,38.10,23.33,27.44,0.00,30.76,17.01,16.89,30.00,6.36
3,261670.00,29.25,0.00,24.89,40.00,30.76,30.20,37.58,35.52,23.85,25.91,4.63,3.58,2.59,4.88
4,268510.00,29.63,7.16,19.31,5.07,3.22,26.99,40.00,23.45,0.00,3.58,7.43,11.02,8.15,40.00
5,268510.00,29.63,7.16,19.31,5.07,3.22,26.99,40.00,23.45,0.00,3.58,7.43,11.02,8.15,40.00
6,268510.00,29.63,7.16,19.31,5.07,3.22,26.99,40.00,23.45,0.00,3.58,7.43,11.02,8.15,40.00
7,268510.00,29.63,7.16,19.31,5.07,3.22,26.99,40.00,23.45,0.00,3.58,7.43,11.02,8.15,40.00
8,268510.00,29.63,7.16,19.31,5.07,3.22,26.99,40.00,23.45,0.00,3.58,7.43,11.02,8.15,40.00
9,270510.00,18.78,0.00,40.00,0.00,5.08,16.28,38.43,11.44,40.00,16.87,40.00,0.00,22.37,0.00
10,271930.00,0.00,0.00,33.91,3.99,0.00,13.22,40.00,0.00,21.25,0.00,40.00,0.00,11.23,0.00
11,271930.00,0.00,0.00,33.91,3.99,0.00,13.22,40.00,0.00,21.25,0.00,40.00,0.00,11.23,0.00
12,271930.00,0.00,0.00,33.91,3.99,0.00,13.22,40.00,0.00,21.25,0.00,40.00,0.00,11.23,0.00
13,271930.00,0.00,0.00,33.91,3.99,0.00,13.22,40.00,0.00,21.25,0.00,40.00,0.00,11.23,0.00
14,271970.00,40.00,0.00,17.30,8.60,2.30,29.16,40.00,16.56,8.58,0.00,21.32,0.00,13.62,19.98
15,271970.00,40.00,0.00,17.30,8.60,2.30,29.16,40.00,16.56,8.58,0.00,21.32,0.00,13.62,19.98
16,272290.00,20.84,0.00,40.00,0.00,0.00,19.77,40.00,35.06,29.87,4.23,27.78,0.00,10.74,0.00
17,272530.00,17.09,0.00,40.00,0.00,0.00,23.11,38.60,5.98,40.00,0.00,38.68,23.64,0.00,28.71
18,272530.00,17.09,0.00,40.00,0.00,0.00,23.11,38.60,5.98,40.00,0.00,38.68,23.64,0.00,28.71
19,272630.00,13.03,0.00,40.00,0.00,5.18,18.18,40.00,10.78,30.33,0.00,25.01,0.00,0.00,20.12
20,276270.00,0.00,0.00,30.46,12.86,0.00,35.16,40.00,0.00,28.50,0.00,40.00,0.00,28.66,40.00
21,276270.00,0.00,0.00,30.46,12.86,0.00,35.16,40.00,0.00,28.50,0.00,40.00,0.00,28.66,40.00
22,276270.00,0.00,0.00,30.46,12.86,0.00,35.16,40.00,0.00,28.50,0.00,40.00,0.00,28.66,40.00
23,276270.00,0.00,0.00,30.46,12.86,0.00,35.16,40.00,0.00,28.50,0.00,40.00,0.00,28.66,40.00
24,276270.00,0.00,0.00,30.46,12.86,0.00,35.16,40.00,0.00,28.50,0.00,40.00,0.00,28.66,40.00
25,281770.00,14.11,0.00,37.33,6.58,0.00,31.66,25.00,19.31,40.00,0.00,14.77,7.67,14.84,2.54
26,281770.00,14.11,0.00,37.33,6.58,0.00,31.66,25.00,19.31,40.00,0.00,14.77,7.67,14.84,2.54
27,281770.00,14.11,0.00,37.33,6.58,0.00,31.66,25.00,19.31,40.00,0.00,14.77,7.67,14.84,2.54
28,281770.00,14.11,0.00,37.33,6.58,0.00,31.66,25.00,19.31,40.00,0.00,14.77,7.67,14.84,2.54
29,281770.00,14.11,0.00,37.33,6.58,0.00,31.66,25.00,19.31,40.00,0.00,14.77,7.67,14.84,2.54
30,281770.00,14.11,0.00,37.33,6.58,0.00,31.66,25.00,19.31,40.00,0.00,14.77,7.67,14.84,2.54
31,281770.00,14.11,0.00,37.33,6.58,0.00,31.66,25.00,19.31,40.00,0.00,14.77,7.67,14.84,2.54
32,281770.00,14.11,0.00,37.33,6.58,0.00,31.66,25.00,19.31,40.00,0.00,14.77,7.67,14.84,2.54
33,281770.00,14.11,0.00,37.33,6.58,0.00,31.66,25.00,19.31,40.00,0.00,14.77,7.67,14.84,2.54
34,281770.00,14.11,0.00,37.33,6.58,0.00,31.66,25.00,19.31,40.00,0.00,14.77,7.67,14.84,2.54
35,281770.00,14.11,0.00,37.33,6.58,0.00,31.66,25.00,19.31,40.00,0.00,14.77,7.67,14.84,2.54
36,281770.00,14.11,0.00,37.33,6.58,0.00,31.66,25.00,19.31,40.00,0.00,14.77,7.67,14.84,2.54
37,281770.00,14.11,0.00,37.33,6.58,0.00,31.66,25.00,19.31,40.00,0.00,14.77,7.67,14.84,2.54
38,281770.00,14.11,0.00,37.33,6.58,0.00,31.66,25.00,19.31,40.00,0.00,14.77,7.67,14.84,2.54
39,281770.00,14.11,0.00,37.33,6.58,0.00,31.66,25.00,19.31,40.00,0.00,14.77,7.67,14.84,2.54
40,281770.00,14.11,0.00,37.33,6.58,0.00,31.66,25.00,19.31,40.00,0.00,14.77,7.67,14.84,2.54
41,281770.00,14.11,0.00,37.33,6.58,0.00,31.66,25.00,19.31,40.00,0.00,14.77,7.67,14.84,2.54
42,281850.00,0.00,0.00,31.76,5.84,1.45,28.31,40.00,0.00,38.91,0.80,40.00,8.55,32.45,24.28
43,281850.00,0.00,0.00,31.76,5.84,1.45,28.31,40.00,0.00,38.91,0.80,40.00,8.55,32.45,24.28
44,281850.00,0.00,0.00,31.76,5.84,1.45,28.31,40.00,0.00,38.91,0.80,40.00,8.55,32.45,24.28
45,281850.00,0.00,0.00,31.76,5.84,1.45,28.31,40.00,0.00,38.91,0.80,40.00,8.55,32.45,24.28
46,281850.00,0.00,0.00,31.76,5.84,1.45,28.31,40.00,0.00,38.91,0.80,40.00,8.55,32.45,24.28
47,281850.00,0.00,0.00,31.76,5.84,1.45,28.31,40.00,0.00,38.91,0.80,40.00,8.55,32.45,24.28
48,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
49,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
50,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
51,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
52,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
53,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
54,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
55,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
56,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
57,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
58,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
59,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
60,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
61,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
62,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
63,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
64,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
65,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
66,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
67,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
68,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
69,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
70,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
71,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
72,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
73,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
74,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
75,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
76,282030.00,0.00,0.00,40.00,6.00,0.00,3.50,38.30,0.00,6.45,0.43,40.00,0.33,36.17,9.70
77,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
78,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
79,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
80,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
81,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
82,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
83,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
84,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
85,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
86,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
87,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
88,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
89,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
90,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
91,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
92,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
93,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
94,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
95,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
96,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
97,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
98,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
99,282330.00,19.43,0.00,29.25,6.91,0.00,40.00,40.00,0.00,30.84,0.00,28.41,19.52,40.00,40.00
