GenID,BestFitness,AvgFitness,WinRate,TimeTaken,AvgWood,AvgMeat,AvgStone,AvgSoldiers,AvgWorkers
0,52230.00,34458.67,0.10,0.32,601.00,0.00,0.00,3.00,1.00
1,53050.00,31433.33,0.10,0.35,672.00,0.00,0.00,4.00,1.00
2,53050.00,38671.33,0.10,0.34,754.00,0.00,0.00,2.00,1.00
3,53050.00,41556.00,0.07,0.30,819.00,0.00,0.00,1.00,1.00
4,53050.00,49178.00,0.07,0.35,861.00,0.00,0.00,0.00,1.00
5,53050.00,48654.67,0.03,0.30,535.00,0.00,0.00,2.00,1.00
6,53390.00,48913.33,0.03,0.34,786.00,0.00,0.00,1.00,1.00
7,54230.00,48618.67,0.10,0.34,896.00,0.00,0.00,1.00,1.00
8,54230.00,49505.33,0.00,0.31,653.00,0.00,0.00,1.00,1.00
9,54230.00,49070.00,0.07,0.52,657.00,0.00,0.00,1.00,1.00
10,54230.00,49218.67,0.07,0.30,722.00,0.00,0.00,1.00,1.00
11,54230.00,47214.67,0.07,0.34,749.00,0.00,0.00,2.00,1.00
12,54230.00,47600.67,0.00,0.34,586.00,0.00,0.00,2.00,1.00
13,54230.00,48432.00,0.10,0.30,713.00,0.00,0.00,1.00,1.00
14,54230.00,47867.33,0.10,0.34,585.00,0.00,0.00,2.00,1.00
15,54230.00,47893.33,0.03,0.31,674.00,0.00,0.00,2.00,1.00
16,55990.00,48884.67,0.07,0.34,635.00,0.00,0.00,2.00,1.00
17,55990.00,47962.00,0.00,0.34,744.00,0.00,0.00,1.00,1.00
18,55990.00,48486.67,0.03,0.31,884.00,0.00,0.00,1.00,1.00
