GenID,BestFitness,AvgFitness,WinRate,TimeTaken,AvgWood,AvgMeat,AvgStone,AvgSoldiers,AvgWorkers
0,248010.00,138085.30,0.23,1.30,256.00,0.00,0.00,6.00,1.00
1,248010.00,127485.30,0.20,1.46,196.00,0.00,0.00,7.00,1.00
2,259010.00,157908.00,0.17,1.49,516.00,0.00,0.00,6.00,1.00
3,261670.00,171361.30,0.10,1.61,316.00,0.00,0.00,6.00,1.00
4,268510.00,215355.30,0.10,1.83,882.00,0.00,0.00,6.00,1.00
5,268510.00,227422.00,0.10,1.60,444.00,0.00,0.00,6.00,1.00
6,268510.00,213987.30,0.10,1.62,581.00,0.00,0.00,6.00,1.00
7,268510.00,213042.00,0.10,1.62,602.00,0.00,0.00,5.00,1.00
8,268510.00,226914.00,0.07,1.66,604.00,0.00,0.00,5.00,1.00
9,270510.00,230242.70,0.10,1.57,778.00,0.00,0.00,5.00,1.00
10,271930.00,231628.70,0.10,1.61,904.00,0.00,0.00,5.00,1.00
11,271930.00,246835.30,0.00,1.95,1311.00,0.00,0.00,5.00,1.00
12,271930.00,233713.30,0.07,1.64,1112.00,0.00,0.00,5.00,1.00
13,271930.00,254341.30,0.00,1.76,1752.00,0.00,0.00,5.00,1.00
14,271970.00,258568.70,0.00,1.77,1890.00,0.00,0.00,5.00,1.00
15,271970.00,261684.70,0.00,1.77,1991.00,0.00,0.00,5.00,1.00
16,272290.00,256514.70,0.03,1.74,2447.00,0.00,0.00,5.00,1.00
17,272530.00,248017.30,0.07,1.68,2381.00,0.00,0.00,5.00,1.00
18,272530.00,257461.30,0.00,1.91,2381.00,0.00,0.00,5.00,1.00
19,272630.00,254347.30,0.03,1.73,2625.00,0.00,0.00,5.00,1.00
20,276270.00,259824.00,0.00,1.76,2982.00,0.00,0.00,5.00,1.00
21,276270.00,250795.30,0.03,1.68,3108.00,0.00,0.00,5.00,1.00
22,276270.00,252196.00,0.07,1.68,2990.00,0.00,0.00,5.00,1.00
23,276270.00,249938.00,0.07,1.62,3403.00,0.00,0.00,5.00,1.00
24,276270.00,254256.70,0.07,1.66,3731.00,0.00,0.00,5.00,1.00
25,281770.00,261443.30,0.03,1.88,3926.00,0.00,0.00,5.00,1.00
26,281770.00,266477.30,0.00,1.73,3858.00,0.00,0.00,5.00,1.00
27,281770.00,257128.70,0.07,1.68,4054.00,0.00,0.00,5.00,1.00
28,281770.00,269771.30,0.00,1.70,3845.00,0.00,0.00,5.00,1.00
29,281770.00,260927.30,0.03,1.65,3836.00,0.00,0.00,5.00,1.00
