GenID,BestFitness,AvgFitness,WinRate,TimeTaken(sec),AvgWood,AvgMeat,AvgStone,AvgSoldiers,AvgWorkers
82,-6770,00,-242281,50,0,25,0,24,5287,0,0,3,17
83,-6770,00,-235835,30,0,30,0,27,3515,0,0,2,19
84,-6770,00,-260479,30,0,30,0,25,2916,0,0,2,13
85,-6770,00,-292078,50,0,20,0,20,889,0,0,2,14
86,-6770,00,-227145,50,0,35,0,24,1865,0,0,4,18
87,-6770,00,-190341,50,0,50,0,23,3140,0,0,3,16
88,-6770,00,-254513,30,0,20,0,24,2879,0,0,2,16
89,-6770,00,-258270,50,0,25,0,24,3974,0,0,2,13
90,-6770,00,-229581,50,0,35,0,25,1681,0,0,3,13
91,-6770,00,-208981,80,0,40,0,27,3675,0,0,4,17
92,-6770,00,-215461,30,0,40,0,25,3143,0,0,3,16
93,-6770,00,-229975,00,0,35,0,30,2375,0,0,3,14
94,-6770,00,-191188,50,0,45,0,26,3300,0,0,3,15
95,-6770,00,-202538,00,0,45,0,28,2638,0,0,4,14
96,-6770,00,-180842,00,0,55,0,49,2140,0,0,4,17
97,-6770,00,-190401,80,0,45,0,28,4102,0,0,4,16
98,-6770,00,-187423,80,0,50,0,27,2155,0,0,4,16
99,-6770,00,-270991,00,0,25,0,23,1089,0,0,2,13
