GenID,BestFitness,AvgFitness,WinRate,TimeTaken,AvgWood,AvgMeat,AvgStone,AvgSoldiers,AvgWorkers
0,1693970.00,1037857.00,0.33,0.21,204190.00,0.00,0.00,5.00,1.00
1,2065770.00,942210.00,0.67,0.09,323913.00,0.00,0.00,7.00,1.00
2,2065770.00,891143.30,0.33,0.09,158450.00,0.00,0.00,5.00,1.00
3,2065770.00,1440603.00,0.00,0.15,283943.00,0.00,0.00,0.00,1.00
4,2065770.00,1428983.00,0.00,0.11,393403.00,0.00,0.00,5.00,1.00
5,2065770.00,1623183.00,0.00,0.13,515296.00,0.00,0.00,4.00,1.00
6,2658070.00,2208657.00,0.00,20.52,754356.00,0.00,0.00,7.00,1.00
7,2722190.00,2364283.00,0.00,0.12,773100.00,0.00,0.00,0.00,1.00
8,2787710.00,2516103.00,0.00,0.16,824346.00,0.00,0.00,0.00,1.00
9,2787710.00,2569397.00,0.00,0.13,849746.00,0.00,0.00,0.00,1.00
