Time,P1_Pop,P1_Soldiers,P1_Towers,P1_Res,P2_Pop,P2_Soldiers,P2_Towers,P2_Res,ScoreDiff,HybridMode
533.5,3,0,3,16280,42,17,5,4170,0.0,Aggressive
534.6,3,0,3,16440,42,17,5,4250,0.0,Aggressive
535.6,3,0,3,16730,42,17,5,4280,0.0,Aggressive
536.7,3,0,3,16890,42,17,5,4320,0.0,Aggressive
537.7,3,0,3,17190,42,17,5,4340,0.0,Aggressive
538.7,3,0,3,17350,42,17,5,4380,0.0,Aggressive
539.8,3,0,3,17650,42,17,5,4410,0.0,Aggressive
540.9,3,0,3,17560,42,17,5,4460,0.0,Aggressive
542.0,3,0,3,17630,42,17,5,4520,0.0,Aggressive
543.0,3,0,3,17780,43,18,5,4090,0.0,Aggressive
544.2,3,0,3,18100,43,18,5,4200,0.0,Aggressive
545.3,3,0,3,18380,43,18,5,4270,0.0,Economic
546.4,3,0,3,18570,43,18,5,4400,0.0,Economic
547.5,3,0,3,18850,43,18,5,4460,0.0,Economic
548.5,3,0,3,19040,43,18,5,4610,0.0,Economic
549.5,3,0,3,19330,43,18,5,4670,0.0,Economic
550.7,3,0,3,19270,43,18,5,4820,0.0,Economic
551.8,3,0,3,19730,43,18,5,4930,0.0,Economic
552.8,3,0,3,19920,43,18,5,5050,0.0,Economic
553.9,3,0,3,20230,43,18,5,5140,0.0,Economic
554.9,3,0,3,20420,44,19,5,5220,0.0,Economic
556.0,3,0,3,20230,44,19,5,4780,0.0,Economic
557.1,3,0,3,20420,44,19,5,4790,0.0,Economic
558.2,3,0,3,20750,44,19,5,4810,0.0,Defensive
559.4,3,0,3,20680,44,19,5,4830,0.0,Defensive
560.4,3,0,3,21000,44,19,5,4860,0.0,Defensive
561.5,3,0,3,21180,44,19,5,4880,0.0,Defensive
562.6,3,0,3,21500,44,19,5,4930,0.0,Defensive
563.6,3,0,3,21680,44,19,5,4960,0.0,Defensive
564.6,3,0,3,22000,44,19,5,5020,0.0,Defensive
565.8,4,0,3,21930,44,19,5,5070,0.0,Defensive
566.8,4,0,3,21700,44,19,5,5140,0.0,Defensive
567.9,4,0,3,21890,45,20,5,4700,0.0,Defensive
568.9,4,0,3,22210,45,20,5,4770,0.0,Defensive
570.0,4,0,3,22400,45,20,5,4840,0.0,Defensive
571.1,4,0,3,22730,45,20,5,4930,0.0,Defensive
572.2,5,0,3,22120,45,20,5,4990,0.0,Defensive
573.3,5,0,3,21910,45,20,5,5080,0.0,Defensive
574.5,5,0,3,22230,45,20,5,5140,0.0,Defensive
575.6,5,0,3,21910,45,20,5,5180,0.0,Defensive
576.7,5,0,3,22400,45,20,5,5230,0.0,Defensive
577.8,6,0,3,22440,45,20,5,5250,0.0,Defensive
578.8,6,0,3,22680,45,20,5,5310,0.0,Defensive
579.9,6,0,3,20380,46,21,5,4840,0.0,Defensive
580.9,6,0,3,20710,46,21,5,4890,0.0,Defensive
582.0,6,0,3,20910,46,21,5,4910,0.0,Defensive
583.1,6,0,3,21250,46,21,5,4920,0.0,Defensive
584.2,7,0,3,20940,46,21,5,4920,0.0,Defensive
585.2,7,0,3,21280,46,21,5,4940,0.0,Defensive
586.3,7,0,3,21220,46,21,5,4940,0.0,Defensive
587.3,7,0,3,21560,46,21,5,4980,0.0,Economic
588.4,7,0,3,21000,46,21,5,5010,0.0,Economic
589.5,7,0,3,21340,46,21,5,5050,0.0,Economic
590.5,8,0,3,21530,46,21,5,5120,0.0,Economic
591.5,8,0,3,21870,45,21,5,4920,0.0,Economic
592.5,8,0,3,22070,46,22,5,4520,0.0,Economic
593.6,8,0,3,22160,46,22,5,4570,0.0,Aggressive
594.6,8,0,3,22120,46,22,5,4670,0.0,Aggressive
595.7,8,0,3,22210,46,22,5,4730,0.0,Aggressive
596.7,8,0,3,22430,46,22,5,4830,0.0,Aggressive
597.8,8,0,3,22770,47,22,5,4900,0.0,Aggressive
598.9,8,0,3,22990,47,22,5,5000,0.0,Aggressive
600.0,9,1,3,23090,47,22,5,5070,0.0,Aggressive
601.1,9,1,3,23310,47,22,5,5140,0.0,Aggressive
602.2,9,1,3,21660,47,22,5,5180,0.0,Aggressive
603.3,9,1,3,19880,47,22,5,5240,0.0,Aggressive
604.5,9,1,3,18230,48,23,5,4770,0.0,Aggressive
605.5,9,1,3,18590,48,23,5,4770,0.0,Aggressive
606.6,9,1,3,18810,48,23,5,4790,0.0,Aggressive
607.6,9,1,3,19170,48,23,5,4790,0.0,Aggressive
608.7,9,1,3,19400,48,23,5,4830,0.0,Aggressive
609.7,9,1,3,19760,48,23,5,4840,0.0,Aggressive
610.8,9,1,3,19990,47,23,5,4900,0.0,Aggressive
611.8,9,1,3,18350,47,23,5,4920,0.0,Aggressive
612.9,9,1,3,18580,47,23,5,4980,0.0,Aggressive
613.9,9,1,3,18940,47,23,5,5010,0.0,Aggressive
614.9,8,1,3,17170,47,23,5,5070,0.0,Aggressive
616.0,8,1,3,15540,47,23,5,5120,0.0,Aggressive
617.0,8,1,3,15770,48,24,5,5190,0.0,Aggressive
618.1,8,1,3,16140,48,24,5,5250,0.0,Aggressive
619.2,8,1,3,14370,48,24,5,5320,0.0,Aggressive
620.2,8,1,3,13250,48,24,5,5390,0.0,Aggressive
621.3,8,1,3,13490,48,24,5,5460,0.0,Aggressive
622.4,8,1,3,13870,48,24,5,5530,0.0,Aggressive
627.1,8,1,3,14230,48,24,5,5660,0.0,Aggressive
628.5,8,1,3,14230,48,24,5,5660,0.0,Aggressive
629.5,8,1,3,14850,48,24,5,5730,0.0,Aggressive
630.6,8,1,3,13850,48,24,5,5780,0.0,Aggressive
631.7,11,4,3,14470,48,24,5,5850,0.0,Aggressive
632.7,11,4,3,12970,48,24,5,5900,0.0,Aggressive
633.7,11,4,3,13590,48,24,5,5970,0.0,Aggressive
634.8,12,5,3,13100,48,24,5,6030,0.0,Aggressive
635.9,12,5,3,13220,48,24,5,6120,0.0,Aggressive
637.0,12,5,3,13240,48,24,5,6160,0.0,Aggressive
638.0,12,5,3,13870,48,24,5,6270,0.0,Aggressive
639.0,12,5,3,13890,48,24,5,6300,0.0,Aggressive
640.1,12,5,3,14520,48,24,5,6370,0.0,Aggressive
641.2,12,5,3,14540,48,24,5,6420,0.0,Aggressive
642.4,13,6,3,14670,48,24,5,6490,0.0,Aggressive
643.4,14,7,3,14190,48,24,5,6580,0.0,Aggressive
644.6,17,10,3,13330,48,24,5,6630,0.0,Aggressive
645.8,17,10,3,13340,48,24,5,6710,0.0,Aggressive
651.0,19,12,3,13620,48,24,5,6830,0.0,Aggressive
655.1,21,14,3,13270,48,24,5,6910,0.0,Aggressive
656.7,24,17,3,11770,48,24,5,6910,0.0,Aggressive
657.9,24,17,3,12420,48,24,5,7020,0.0,Aggressive
659.0,24,17,3,12420,48,24,5,7020,0.0,Aggressive
660.3,24,17,3,13040,48,24,5,7130,0.0,Aggressive
661.6,24,17,3,13040,48,24,5,7140,0.0,Aggressive
662.6,24,17,3,13660,48,24,5,7210,0.0,Aggressive
663.7,26,19,3,12110,48,24,5,7230,0.0,Aggressive
664.8,25,19,3,11650,48,24,5,7330,0.0,Aggressive
665.9,25,19,3,10550,48,24,5,7360,0.0,Aggressive
667.1,25,19,3,10620,48,24,5,7460,0.0,Aggressive
668.2,26,21,3,10620,48,24,5,7510,0.0,Aggressive
669.3,29,24,3,10740,48,24,5,7620,0.0,Aggressive
670.5,29,24,3,10740,48,24,5,7680,0.0,Aggressive
671.5,29,24,3,10860,48,24,5,7800,0.0,Aggressive
672.6,29,24,3,10860,48,24,5,7880,0.0,Aggressive
673.8,29,24,3,10980,48,24,5,7960,0.0,Aggressive
674.8,29,24,3,10980,48,24,5,8030,0.0,Aggressive
675.9,31,26,3,11100,48,24,5,8120,0.0,Aggressive
677.6,31,26,3,11110,48,24,5,8210,0.0,Aggressive
679.2,31,26,3,11730,48,24,5,8300,0.0,Aggressive
680.7,31,26,3,11860,48,24,5,8380,0.0,Aggressive
682.4,32,27,3,11870,48,24,5,8430,0.0,Aggressive
683.6,33,28,3,11990,48,24,5,8470,0.0,Aggressive
684.6,33,28,3,12000,48,24,5,8500,0.0,Aggressive
686.0,33,29,3,12120,48,24,5,8530,0.0,Aggressive
687.3,33,29,3,12240,48,24,5,8530,0.0,Aggressive
688.4,34,30,3,12240,48,24,5,8530,0.0,Aggressive
689.7,34,30,3,12360,48,24,5,8530,0.0,Aggressive
690.9,34,30,3,12360,48,24,5,8530,0.0,Aggressive
692.2,34,30,3,12980,48,24,5,8530,0.0,Aggressive
693.4,35,31,3,12980,48,24,5,8530,0.0,Aggressive
694.8,35,31,3,13100,48,24,5,8530,0.0,Aggressive
695.8,36,32,3,13100,48,24,5,8530,0.0,Aggressive
697.0,36,32,3,13220,48,24,5,8530,0.0,Aggressive
698.1,37,33,3,13220,48,24,5,8530,0.0,Aggressive
699.7,38,34,3,13340,48,24,5,8530,0.0,Aggressive
701.0,38,34,3,13960,48,24,5,8530,0.0,Aggressive
702.2,39,35,3,13460,48,24,5,8530,0.0,Aggressive
703.2,39,35,3,13580,48,24,5,8530,0.0,Aggressive
704.6,39,35,3,13580,48,24,5,8530,0.0,Aggressive
705.8,39,35,3,14200,48,24,5,8530,0.0,Aggressive
706.9,40,36,3,14200,48,24,5,8530,0.0,Aggressive
708.3,41,37,3,14320,48,24,5,8530,0.0,Aggressive
709.9,41,37,3,14440,48,24,5,8530,0.0,Aggressive
711.7,41,37,3,14440,48,24,5,8530,0.0,Aggressive
713.3,42,38,3,14560,48,24,5,8530,0.0,Aggressive
714.5,42,38,3,14680,48,24,5,8530,0.0,Aggressive
715.9,43,39,3,14680,48,24,5,8530,0.0,Aggressive
717.0,43,39,3,14800,48,24,5,8530,0.0,Aggressive
718.3,43,39,3,14800,48,24,5,8530,0.0,Aggressive
719.8,44,40,3,15420,48,24,5,8530,0.0,Aggressive
721.1,44,40,3,16040,48,24,5,8530,0.0,Aggressive
722.5,45,41,3,15540,48,24,5,8530,0.0,Aggressive
724.4,45,41,3,15660,48,24,5,8530,0.0,Aggressive
725.6,46,42,3,15780,48,24,5,8530,0.0,Aggressive
727.4,47,43,3,15780,48,24,5,8530,0.0,Aggressive
728.6,46,42,3,15900,48,24,5,8530,0.0,Aggressive
735.3,49,45,3,16020,48,24,5,8530,0.0,Aggressive
741.7,50,46,3,16090,48,24,5,8530,0.0,Aggressive
748.4,51,47,3,16710,48,24,5,8530,0.0,Aggressive
749.5,51,47,3,16710,48,24,5,8530,0.0,Aggressive
750.8,51,47,3,16780,48,24,5,8530,0.0,Aggressive
753.8,51,47,3,16850,48,24,5,8530,0.0,Aggressive
755.7,51,47,3,16850,48,24,5,8530,0.0,Aggressive
757.1,51,47,3,16920,48,24,5,8530,0.0,Aggressive
762.0,51,47,3,17040,48,24,5,8530,0.0,Aggressive
764.8,50,46,3,17160,48,24,5,8530,0.0,Aggressive
771.5,50,46,3,17780,48,24,5,8530,0.0,Aggressive
778.1,52,48,3,17900,48,24,5,8530,0.0,Aggressive
784.8,52,48,3,18020,48,24,5,8530,0.0,Aggressive
791.5,53,49,3,18140,48,24,5,8530,0.0,Aggressive
798.1,54,50,3,18260,48,24,5,8530,0.0,Aggressive
804.8,55,51,3,18880,48,24,5,8530,0.0,Aggressive
811.5,54,50,3,19000,48,24,5,8530,0.0,Aggressive
818.1,53,49,3,19120,48,24,5,8530,0.0,Aggressive
819.4,53,49,3,19120,48,24,5,8530,0.0,Aggressive
820.9,53,49,3,19240,48,24,5,8530,0.0,Aggressive
823.8,54,50,3,19360,48,24,5,8530,0.0,Aggressive
825.4,53,49,3,19360,48,24,5,8530,0.0,Aggressive
826.9,53,49,3,19480,48,24,5,8530,0.0,Aggressive
831.2,53,49,3,19600,48,24,5,8530,0.0,Aggressive
837.8,53,49,3,20220,48,24,5,8530,0.0,Aggressive
844.5,55,51,3,20290,48,24,5,8530,0.0,Aggressive
851.2,55,51,3,20410,48,24,5,8530,0.0,Aggressive
854.5,55,51,3,20530,48,24,5,8530,0.0,Aggressive
857.2,55,51,3,20650,48,24,5,8530,0.0,Aggressive
859.7,54,50,3,20770,48,24,5,8530,0.0,Aggressive
866.4,54,50,3,20890,48,24,5,8530,0.0,Aggressive
867.7,55,51,3,20890,48,24,5,8530,0.0,Aggressive
869.0,55,51,3,21510,48,24,5,8530,0.0,Aggressive
872.1,57,53,3,21630,48,24,5,8530,0.0,Aggressive
873.2,57,53,3,21630,48,24,5,8530,0.0,Aggressive
876.7,56,52,3,21750,48,24,5,8530,0.0,Aggressive
878.0,56,52,3,21750,48,24,5,8530,0.0,Aggressive
881.4,57,53,3,21870,48,24,5,8530,0.0,Aggressive
883.6,57,53,3,21990,48,24,5,8530,0.0,Aggressive
887.1,58,54,3,22110,48,24,5,8530,0.0,Aggressive
891.3,58,54,3,22730,48,24,5,8530,0.0,Aggressive
895.8,60,56,3,22800,48,24,5,8530,0.0,Aggressive
897.6,60,56,3,22800,48,24,5,8530,0.0,Aggressive
899.1,61,57,3,22920,48,24,5,8530,0.0,Aggressive
900.8,61,57,3,22920,48,24,5,8530,0.0,Aggressive
904.5,61,57,3,23040,48,24,5,8530,0.0,Aggressive
907.3,60,56,3,23160,48,24,5,8530,0.0,Aggressive
908.6,60,56,3,23160,48,24,5,8530,0.0,Aggressive
910.0,60,56,3,23280,48,24,5,8530,0.0,Aggressive
911.4,61,57,3,23900,48,24,5,8530,0.0,Aggressive
915.7,61,57,3,24020,48,24,5,8530,0.0,Aggressive
919.1,62,58,3,24140,48,24,5,8530,0.0,Aggressive
922.6,63,59,3,24260,48,24,5,8530,0.0,Aggressive
926.8,63,59,3,24380,48,24,5,8530,0.0,Aggressive
931.7,65,61,3,24500,48,24,5,8530,0.0,Aggressive
936.1,66,62,3,25120,48,24,5,8530,0.0,Aggressive
942.8,66,63,3,25240,48,24,5,8530,0.0,Aggressive
944.2,67,64,3,25240,48,24,5,8530,0.0,Aggressive
946.1,67,64,3,25360,48,24,5,8530,0.0,Aggressive
947.5,67,64,3,25360,48,24,5,8530,0.0,Aggressive
951.9,66,63,3,25480,48,24,5,8530,0.0,Aggressive
958.5,68,65,3,25600,48,24,5,8530,0.0,Aggressive
965.2,69,66,3,25720,48,24,5,8530,0.0,Aggressive
968.0,69,66,3,25840,48,24,5,8530,0.0,Aggressive
974.5,70,67,3,26460,48,24,5,8530,0.0,Aggressive
977.7,71,68,3,26580,48,24,5,8530,0.0,Aggressive
981.7,71,68,3,26700,48,24,5,8530,0.0,Aggressive
988.3,71,68,3,26820,48,24,5,8530,0.0,Aggressive
990.4,72,69,3,26940,48,24,5,8530,0.0,Aggressive
993.3,72,69,3,27060,48,24,5,8530,0.0,Aggressive
995.3,73,70,3,27680,48,24,5,8530,0.0,Aggressive
997.7,72,69,3,27800,48,24,5,8530,0.0,Aggressive
1004.4,74,71,3,27920,48,24,5,8530,0.0,Aggressive
1009.4,75,72,3,27990,48,24,5,8530,0.0,Aggressive
1011.9,76,73,3,28060,48,24,5,8530,0.0,Aggressive
1014.7,76,73,3,28180,48,24,5,8530,0.0,Aggressive
1018.1,76,73,3,28800,48,24,5,8530,0.0,Aggressive
1024.8,76,73,3,28920,48,24,5,8530,0.0,Aggressive
1027.4,77,74,3,29040,48,24,5,8530,0.0,Aggressive
1029.0,77,74,3,29040,48,24,5,8530,0.0,Aggressive
1030.2,76,73,3,29160,48,24,5,8530,0.0,Aggressive
1035.1,75,72,3,29280,48,24,5,8530,0.0,Aggressive
1037.2,76,73,3,29400,48,24,5,8530,0.0,Aggressive
1040.1,77,74,3,30020,48,24,5,8530,0.0,Aggressive
1042.3,77,74,3,30140,48,24,5,8530,0.0,Aggressive
1049.0,78,75,3,30260,48,24,5,8530,0.0,Aggressive
1055.7,80,77,3,30330,48,24,5,8530,0.0,Aggressive
1057.0,80,77,3,30330,48,24,5,8530,0.0,Aggressive
1058.1,80,77,3,30450,48,24,5,8530,0.0,Aggressive
1059.8,80,77,3,30450,48,24,5,8530,0.0,Aggressive
1062.4,81,78,3,30570,48,24,5,8530,0.0,Aggressive
1066.2,80,77,3,30690,48,24,5,8530,0.0,Aggressive
1072.9,81,78,3,31310,48,24,5,8530,0.0,Aggressive
1073.9,81,78,3,31310,48,24,5,8530,0.0,Aggressive
1075.1,82,79,3,31430,48,24,5,8530,0.0,Aggressive
